12596 49697
5431 4394 63767
4529 3585 949237
12315 8887 271633
3539 5874 641056
10616 10747 17631
6790 69 352904
1863 6577 570262
8542 3504 586699
4203 10792 546144
5456 2360 902117
7495 45 215770
4663 942 331416
12335 2391 249926
7425 3630 407560
7035 2946 6846
9179 2738 976625
12282 9719 6815
3595 5779 185744
9563 6640 260134
12312 4307 886783
6940 8383 611493
11848 3690 13476
9875 8612 906713
8293 6866 753971
7711 3898 353462
2793 3630 120455
3378 3821 29690
4002 7746 271480
5153 5721 67652
600 7726 190786
6136 4207 799021
1561 8773 266296
3648 11732 600347
334 2070 318940
8664 3518 443014
8640 8555 139684
9181 6213 902452
8083 6868 389379
9058 3449 955735
4001 2030 707460
7241 5930 881799
1631 2737 902308
7732 2127 552522
4018 12581 290187
12363 4941 285994
6077 3305 289388
10457 8526 737647
4125 2251 864293
4410 10712 58095
10664 3396 691544
103 4777 345740
2997 5679 297482
4354 6786 9247
4967 4711 28298
12159 183 676219
6302 1549 738071
6555 12332 287589
398 2256 543377
7938 4880 358757
5898 1005 370683
11771 7965 711431
3964 11681 962719
10682 281 49913
8899 8999 20706
6327 2649 233931
11150 11007 763842
3933 4849 599813
4949 7643 736187
7384 8762 5487
9823 5276 487790
8643 9097 271440
6503 1144 261647
3793 2574 597639
9879 8981 593322
5359 11306 14530
8713 2473 831676
8774 11971 650711
6170 9835 512256
78 4890 904345
4171 1472 20855
11060 12102 228933
9478 9316 982823
2077 8606 272646
11437 7640 921597
11524 4400 952668
6916 1204 108205
4611 8568 177334
2540 5851 167814
10252 951 672039
2271 12054 779536
12550 2738 639633
4009 9693 187096
1916 7536 858854
1263 6853 336822
7107 1334 46368
11643 6906 819216
3435 3073 286447
10828 4579 822514
5785 3785 470721
2637 7183 16078
7121 7187 633374
8782 9397 824432
1910 5156 672935
825 3075 842754
8985 10537 841205
8497 6070 657933
4507 4099 132838
782 2094 348624
4857 3339 639049
9804 6610 991736
6858 12556 209454
7959 4412 60960
5514 6215 824699
4815 4979 911295
9000 2621 344880
1921 8421 154019
11072 898 636024
9647 5047 220955
11286 6178 306260
8069 319 58687
6535 4237 819896
6725 6319 8851
11065 4942 719340
1526 5814 790460
6119 2363 376804
8783 12479 298973
7360 1949 785133
2995 5942 215851
8745 10047 137868
9807 6662 770067
4628 6133 982857
5275 11630 760817
8107 3069 970135
6470 7257 472764
7589 11845 39766
3014 12270 446486
2668 1686 392551
11772 274 156518
7355 11442 430210
12455 6752 180253
4457 11623 140634
3887 311 630042
10876 11386 539192
9708 74 575763
5650 8842 501866
3980 3164 382974
9208 9436 548890
3348 5432 482744
6339 12062 336825
8676 4250 27392
8804 8037 848006
5860 4978 143825
3033 11827 243652
4336 528 954484
4373 650 127795
5974 11035 251946
6249 10692 60896
12195 7607 15730
2512 574 290081
2085 5580 850058
4697 226 40009
4144 6664 487442
7830 7979 446543
10465 1457 855773
3965 11036 896683
6047 5883 224017
6655 11899 637919
10476 8959 839966
5452 10765 183544
6103 5498 915064
1510 6113 986523
889 4412 926234
10180 11858 349523
318 8687 365797
10456 2081 722266
7900 1858 767806
9469 3154 651050
8762 1098 310637
11804 10057 594971
5063 5516 101727
12037 9565 919827
8839 6939 192237
9868 1617 894060
4913 10162 595796
1740 10271 494005
7666 2385 688230
5557 9659 447752
4682 9349 235596
6091 6287 70628
1021 6559 571913
7039 6902 575723
10010 9651 992572
11482 1658 201372
2901 10826 968431
193 3588 677284
9395 2092 232558
1615 3489 224951
10890 11108 118733
10993 3041 117358
8351 5277 674263
6093 10932 164057
11140 6563 787019
4701 7513 300967
10490 6253 924110
8522 1516 376886
2087 10514 98343
12344 12377 649615
3518 1557 286934
11915 7154 323769
1234 2523 216568
9182 10393 460704
9145 1178 202681
4846 1607 443140
7071 4681 204578
9489 6747 304312
11089 3737 707946
6958 7560 761265
10826 6452 755367
8156 1664 409005
4465 4497 165686
2286 2284 387146
1642 5211 217801
8348 7233 207649
5010 8630 698729
3935 170 764420
12339 11396 538419
9111 3262 377580
7793 8999 736981
9883 11571 823113
3722 9233 292777
7628 3565 985296
3677 3224 447703
7429 10731 211729
951 7725 882582
6756 11426 899220
8046 11244 193674
8967 2556 752049
8557 11465 601854
288 2591 632304
8980 5434 250661
7129 4016 186352
10656 2640 712141
1782 7494 887253
3553 6884 5709
6018 3848 680604
7562 3216 756640
9093 762 771694
2422 8523 612826
6574 11877 415501
10844 461 448820
4417 3237 120739
7151 3687 910162
7264 3320 194876
4624 7692 364782
7151 5300 296093
9886 8570 466393
3373 11855 656306
916 9873 412649
5457 7754 880553
10097 2747 709018
10376 1754 401263
2353 1917 369383
9572 3609 484213
9924 3314 230471
5419 5623 326582
2659 9986 254889
5235 2409 247884
5520 2770 176741
704 4477 655783
563 1331 631399
7874 2587 765638
344 5992 698395
4085 1064 847340
10808 1591 230718
247 5128 710600
12155 8674 291426
9252 12154 677255
598 8192 326753
5087 6816 816026
1107 3471 406329
11855 684 55256
4322 9499 820269
4895 1277 71972
9042 9649 618970
2729 10252 519025
11263 7493 375554
8563 5968 37787
1920 3006 154755
3778 5890 227097
3022 1319 681898
6739 5124 232835
5477 5603 908348
9483 1947 496509
8177 5828 809978
2086 2507 50231
7921 11950 906557
11833 8640 331614
2957 4920 124690
3309 1586 584871
12486 9099 429196
3995 12156 579841
9130 6407 897559
633 8497 311875
1784 2193 773772
11003 7416 459500
6059 4854 744227
9069 2191 35397
711 5515 253075
1276 7067 35649
7198 6071 663777
4256 2436 638716
8725 10315 527532
2763 12517 133141
2907 980 242602
9947 6630 372653
1105 2829 79877
1445 7603 192824
7638 9596 893338
9803 86 911278
9428 5098 382128
5901 10293 861813
2876 10651 413566
6571 2901 320477
8753 3130 995116
5182 1802 728611
4142 2442 483908
2998 2397 651476
7643 9708 478373
1604 4657 751931
11466 3500 459104
554 6804 465775
11100 10849 978683
2718 8083 893596
962 2106 330627
222 7336 731801
1743 7613 164113
3126 9333 649463
8105 7313 354078
6822 8219 116168
4918 693 511520
6844 2066 963531
191 10296 81098
3019 11394 407189
1507 44 664480
7210 11770 761331
12392 10539 117718
11033 9074 791229
4459 3740 702319
3157 11964 630335
7765 2407 649293
3967 6767 197939
9928 10370 11756
4123 7995 65187
6828 9093 428167
1543 11800 866722
3164 8029 37787
12057 8504 251742
6387 12436 322913
1825 7524 337154
12493 9903 400155
1446 8919 473592
9519 8481 777031
6840 11251 586971
1629 12439 797171
8002 3518 938103
9734 1235 187091
3297 845 934159
2118 7638 230815
9262 94 535228
2554 4268 452554
9893 7130 6231
4503 4102 34178
9753 6253 490217
6369 387 145543
6428 9804 353031
9288 3716 989876
1421 11659 974018
10472 7644 668346
4482 9607 671410
11890 9972 75026
5673 1526 318551
11756 5091 789930
10887 4107 599812
7642 6913 411199
172 7093 536547
4806 6492 229190
2962 9828 201921
612 9396 449999
4430 2981 53655
9109 6251 761484
11764 5729 478896
4327 61 458243
5450 367 50314
3341 1406 481019
3349 1584 574366
1488 12109 931364
7226 7051 382899
3339 8579 498889
633 2142 773520
6324 7556 447400
1864 10330 917926
4994 249 415800
1212 1812 496653
4090 7761 605069
12131 2370 881618
5839 1855 644295
9956 3192 235529
8514 10580 643306
6388 1310 85177
7651 5578 441279
3217 3598 26780
6152 11445 197074
974 10113 506079
7570 8273 495
9600 3478 96201
6315 10961 9009
3343 7886 426237
5442 443 995189
1896 218 992758
312 11130 684155
2240 7566 207396
11827 8949 939423
8570 3866 292635
9887 8851 955696
5783 8226 597576
3129 9269 428774
2182 8814 533166
3261 3006 208160
2874 10529 2860
1093 10399 356369
2826 11605 173018
5269 3773 225863
9436 1758 967496
6876 3021 810119
7600 5056 579506
1749 10859 142726
2993 11900 753000
12463 324 23004
3526 2339 424870
5137 9122 684825
200 4403 796632
1732 650 639202
5667 11881 71259
10855 1198 839124
3676 10414 295695
6478 11214 897719
6312 6221 62327
3942 5699 453972
898 7327 763067
10850 5400 547060
8425 10213 448382
4658 2868 209294
7208 2342 507887
9043 12102 20306
1916 5814 202878
11461 7340 589512
4525 1296 148838
12016 4791 507649
7436 1264 199486
6857 2325 62205
7296 3437 344299
11206 3166 721441
1455 5706 612516
5325 8269 597312
1094 181 736937
11417 9916 544332
3953 12088 791256
10199 12231 753889
11006 5342 538063
3565 8443 251877
4913 12129 564403
3381 1657 138008
1396 11847 848390
50 10113 214720
1004 1523 781047
1872 6505 979596
5508 8488 305526
4974 5799 895026
867 2819 39260
8843 5994 927749
8442 8803 436674
2715 3638 568213
8758 12239 534097
4112 5006 67159
117 578 585138
10811 1070 818080
8037 1040 115142
7989 11894 639376
1770 11414 580421
3199 8780 887241
4055 316 927156
8329 3260 539470
9731 2847 200409
6802 4719 200988
2207 9616 404631
6617 3191 46657
2734 9612 654151
10134 1946 183347
4906 5494 492515
6711 2652 478467
11692 4035 474076
7411 4416 402895
2046 9409 534429
1711 4065 676482
12136 5616 678203
238 5969 314802
8401 7961 150639
10468 5437 50726
3620 5344 35969
10460 1948 972768
1914 4807 725570
682 11397 923353
6251 1638 721328
6763 2200 52081
869 2594 619932
1865 9748 148559
64 1093 1745
11952 7616 549587
462 9636 666039
10704 11024 63133
9009 4378 861033
2539 5071 894318
7968 8728 403066
920 7439 276683
632 9382 815055
6727 7428 460899
8578 6946 977063
11278 7141 667818
11487 10654 850179
2553 2354 51162
6853 1445 326904
3253 12515 527738
2899 5182 834815
2530 2331 359694
10348 8872 461598
7789 2975 223661
10775 9145 696725
258 10043 585966
10807 2676 397660
11190 8813 112375
7796 2500 432090
12355 3755 547961
6889 9763 781382
5294 3283 937109
5064 4703 21674
2672 8888 188782
12562 5107 298597
2250 77 304901
7126 4057 462096
9745 302 654729
6246 6056 205454
5856 6536 523798
8407 4915 652238
6062 5887 267611
5765 6758 673521
6486 8087 314283
5349 7576 252440
5088 5929 339756
8570 2040 653204
11337 8998 821638
8772 4286 15149
6056 7335 127314
11938 5859 226553
4239 7445 562419
4254 7312 406685
2701 9692 170764
1601 7395 593305
9737 12469 620924
10422 7501 497388
8971 198 917821
3788 2200 255004
8046 3564 651958
4172 5334 527925
3188 8870 164804
5685 10912 515734
3175 8225 579959
6800 669 215257
8319 12492 512123
11348 12553 528023
685 6360 407570
2317 7718 452565
6879 3722 797894
3874 2888 197713
12107 8948 481987
1126 7387 813004
6687 12336 835699
12391 9654 132684
8648 5300 93106
2359 11722 808218
1340 6486 69187
1444 1576 433393
11182 8296 238241
3116 750 544167
10628 6226 983300
10747 11845 649601
5450 11940 998549
1015 11061 216757
12385 11816 533983
10079 592 455570
10794 12480 241956
8038 1442 147567
1471 12567 452029
12359 7035 712281
7916 3174 857856
7180 4669 309379
3297 576 183129
7045 2383 967989
7103 10705 125212
7010 2979 89132
3753 1547 401759
8460 3289 984865
3363 8538 581160
10771 12448 242484
5399 9628 570888
1056 7656 545804
7180 10669 178428
12068 1167 160641
12543 3110 356086
9106 4975 51675
7737 10338 992923
1251 9170 532033
3275 3668 558147
5669 10825 882833
10481 8310 984750
786 11263 249421
8014 8581 637595
3990 1734 692443
2138 270 279320
6209 8477 112156
4820 8470 380365
8877 720 361463
10842 10567 247720
768 1702 54123
1786 4974 945291
10784 825 208238
1065 2930 750980
1372 6118 343605
5350 4911 693480
2720 9409 379917
6512 2770 781721
7275 12243 723407
3907 10396 78217
4653 720 537634
4580 5706 393212
899 8666 62899
11249 11698 280796
5538 10058 324852
3067 10134 337604
6723 1780 471832
10355 6747 117645
4568 2999 946865
8279 5870 246602
11613 5991 867331
9476 3248 861686
7613 7460 98261
8763 8938 816381
7011 8059 575563
2016 6571 656503
296 8594 179484
1895 161 503331
6045 10778 733699
5231 1921 947024
10820 7109 826772
7474 1872 276267
7359 10455 484090
5052 3367 491385
4369 11097 288479
12117 5536 320533
5640 5058 97210
11286 10970 605676
8803 4036 766747
1372 3565 414798
1352 12259 97398
5217 7447 541186
9479 11032 830529
6457 9790 713684
8301 7070 125953
1496 2389 697545
9851 1440 516332
2324 4461 999258
8234 9221 760996
6636 4160 513632
2911 8584 582017
1776 3015 369244
8629 11953 447217
254 8490 188247
6210 10495 496367
1176 615 104841
940 12521 522440
7889 11393 543449
11914 2601 210469
1724 6619 54872
10575 5841 401713
11663 17 778558
1970 8004 672421
587 11921 877762
7444 12589 990691
6520 1678 320891
5204 12418 253994
12522 5816 706241
6714 10625 119878
5020 5721 872527
7272 8050 267322
4985 4682 797076
9104 6019 999776
8665 6245 150287
4890 7440 621481
1179 1526 610705
2542 5737 6502
6529 11816 642947
4541 37 234287
5272 6940 9043
8968 9649 711355
2242 4294 458554
640 7232 639230
11060 5497 656403
9669 8064 869652
10316 9029 560456
718 12388 23403
10137 12465 433285
7841 9407 566954
8610 3358 880678
4911 444 110399
434 6473 675004
8067 11918 720059
11402 10863 773330
2059 3647 420798
1472 6922 615539
11957 2219 239699
6388 12447 377248
4842 11524 981083
11704 8846 488550
5985 4765 713574
10719 3526 37333
11685 9539 101353
7683 387 462603
2238 3635 626092
7692 822 387760
9604 773 690028
193 5233 838373
6453 3728 394474
9547 585 907125
514 633 573651
9028 3147 622121
7650 9741 948475
11683 10468 550294
7398 605 883788
12283 10005 192768
11315 10045 741223
2514 5520 978184
8406 4860 339765
10825 1388 251086
7479 7751 501937
6358 11252 878189
4290 7520 133813
5762 3047 416441
2559 2484 43246
5351 10829 516216
5004 2252 932647
742 3408 785342
10401 6183 565912
9336 3471 238901
864 2990 58076
3114 6479 943571
958 10607 928091
8812 5968 525265
317 5611 823117
10883 9854 412378
7694 8138 627418
2185 10098 334820
7118 12259 781386
9745 2157 89416
5981 8013 756844
5199 2397 648708
474 5315 403291
6464 8008 476270
11766 7259 929130
10998 10805 382192
2091 9482 753350
11717 11535 436962
6987 8135 528024
1269 5643 171717
3944 6496 136102
5667 8278 779442
6548 3149 437687
3512 5842 152654
809 588 588331
3735 9311 147938
3413 4319 754069
1558 6442 195419
4319 9405 182160
10849 5692 750202
373 9075 654348
9725 12231 133175
12345 12337 656405
7480 2727 246863
4679 4246 204354
8800 8469 865021
382 10158 932395
10792 8567 653157
11996 8366 634851
10374 225 113458
1677 7728 863020
2952 2791 240169
12153 11916 950796
9409 532 249329
10143 3487 470015
5247 4775 436577
9493 3731 124617
2093 5573 180408
12250 222 246392
6605 5113 734462
4852 10068 389210
5850 10829 82789
2248 6355 374611
10006 335 605602
795 2628 320845
3352 3750 892102
7309 9939 858951
11882 6645 65251
2720 4952 142021
653 6894 744828
7383 5580 713024
5925 10390 166247
12188 2232 1993
1580 1266 740120
1042 955 272081
11610 3030 625546
164 8952 267253
11362 6368 629426
5543 3691 99324
3473 7246 382562
2081 5551 807521
11525 9841 766742
3511 2263 374967
11612 5929 729316
3254 6623 403085
764 11684 512978
6314 5907 341258
9521 7960 729510
1643 4222 372697
6812 4458 865449
375 9911 207075
9335 7230 827092
12048 2447 483181
6347 9225 952304
6793 6000 434387
6996 4579 508813
9746 9177 514581
535 146 872734
3196 539 995745
8533 650 940726
4160 6800 744104
6515 6816 719193
623 4870 959349
4021 9844 291015
12516 7366 176117
278 4429 950350
1425 7530 865439
5389 5135 610003
4489 91 461807
12559 7228 119193
1463 498 668463
8703 3680 926136
11736 12467 982577
967 1800 432013
11767 3669 763744
11162 4674 407735
5515 3913 782937
9443 1579 646167
8212 3363 352515
9465 8425 362831
12424 3107 354798
7853 10122 594822
8331 2833 360894
11510 8136 423457
6105 9972 193514
3651 8258 624105
2644 6663 755912
4466 7553 264476
6395 1740 619543
8645 4040 479562
2016 4351 376079
373 478 358604
10731 8192 757113
5940 3961 75620
3621 8187 265253
7123 5463 502
3196 8847 606871
4789 58 979968
981 11508 592714
10544 12036 291577
929 4968 627665
6476 11848 152929
6533 10788 955765
4993 7313 77733
2452 9747 778888
8191 5185 40207
9667 2702 779996
1063 9345 745390
3459 2743 795939
6275 4723 407796
1842 2399 817879
9558 3940 602371
1385 11439 145371
9836 2910 673085
446 7407 977390
2598 2087 414892
9675 1660 707750
11532 4935 867134
12159 371 58288
10609 1875 89828
9811 10879 184645
4502 2930 821014
5658 10969 403251
4336 3789 994942
5525 11266 235483
7998 9332 322331
8340 1387 667854
12000 1465 467250
627 5327 344006
2415 8637 200362
10024 10687 980913
4570 12304 860854
9558 2398 460092
4708 201 702971
1644 1061 44753
9151 4938 622249
6668 11161 644065
11924 5733 662744
2222 3437 515684
5066 352 800608
2689 4650 469760
2383 11480 859519
3807 8394 467298
8343 1706 988259
8902 10160 490633
1631 7769 627414
7602 9110 86059
6971 11070 637666
9766 8306 120019
12493 3810 140939
7349 11255 187672
9703 10960 492484
8452 6836 398340
10381 1615 862861
7046 4168 85263
8935 6922 560804
7979 7961 179399
5540 4520 386575
1347 10724 896657
67 10526 339117
6651 7908 387790
11212 1288 624880
2171 6847 28764
4744 5633 84934
6876 1348 579687
321 12315 614114
2379 10521 804228
11225 3362 331707
10394 8177 75402
3610 5834 553888
9470 3801 413024
9878 10157 296237
9825 12021 968206
4738 4134 919657
6081 3961 182068
7147 5730 886850
8883 2982 243450
11273 10176 534111
5055 4907 359089
54 5731 551864
3153 317 674056
6109 7750 869024
5349 6627 896163
5962 11667 102877
10738 5462 73345
613 12482 235571
1812 9571 609924
7709 2602 883740
7615 10369 445468
11716 8708 190101
35 3656 731849
1115 12352 18819
241 5086 70149
11451 5671 939609
39 5616 44821
8022 271 884191
1450 8082 723336
889 7644 402428
3028 7953 422540
11784 4030 312028
4890 4360 923127
1039 5484 749118
5810 11776 270308
4513 1538 449137
6929 9401 269823
10300 6364 72951
6106 11563 49135
6461 4321 755878
2697 8475 165989
3589 6708 505239
10684 10445 231567
1718 4322 168737
9696 12545 301579
411 530 433623
53 2474 87537
4719 740 166196
7432 3610 814676
8084 10607 213569
11561 5611 526844
11404 371 848122
723 6976 63478
4131 12392 244132
2502 2339 33990
12452 7328 63990
11448 2566 947626
8691 1260 77414
1542 10903 53548
907 9034 584965
9419 12548 259254
11980 5894 555088
5572 952 205363
6854 8320 337186
4573 4891 339661
9544 7168 903634
9399 2718 274610
5111 10964 54157
293 6333 210417
3595 2743 937203
1684 1795 247448
12261 11764 931555
1510 7232 589243
10214 4004 939348
3490 9198 242009
6727 4537 972836
5746 663 58732
4553 6569 586209
2515 510 517449
6384 178 714010
6636 10391 172579
12390 9962 948883
10006 7329 921189
6286 7702 687097
2009 6246 868400
10038 2602 675791
691 1918 680382
7769 12322 649733
8186 10934 365340
198 2503 783854
1081 3078 319938
1570 180 682247
9441 1834 147450
10300 9137 377573
10670 343 369465
12178 4985 367834
814 7504 374276
9270 8311 496501
10033 11251 820650
8081 10467 30870
10813 11838 797659
1320 11375 934209
4747 6763 863673
3759 3923 428511
8596 2170 614112
211 11595 222084
1652 6420 655738
6466 6250 860874
6543 2616 762749
4492 4716 362378
12409 9527 934746
2912 2487 82222
2538 2665 966316
1802 1796 75607
8183 6377 706046
7810 6889 357608
9940 4124 538555
2119 186 479129
3629 4288 652591
11632 6006 250302
12193 6313 575078
3568 2092 861984
941 12131 645907
379 4424 954275
8724 10275 725699
11847 2978 492746
2138 10987 258111
6910 12428 265447
10346 3569 575172
9754 4024 600052
347 10125 543208
11517 5703 679364
4125 2422 768921
7433 8111 946270
7347 6317 821167
3952 6812 118174
5428 4742 503334
8805 4899 109273
2724 4069 838762
12340 7165 901827
11031 4994 381752
7058 12504 927345
12070 11615 415606
12082 8116 149596
8220 8629 842111
10863 7055 36544
7462 9598 499814
11514 7395 888616
5508 6022 517165
8819 5772 3529
7225 10063 145117
11137 1600 946482
2782 11117 183950
9362 4800 272779
547 2706 973282
9515 6008 575505
11392 6679 16077
7543 4905 207207
11960 12426 306269
1239 8613 566027
12521 12424 268639
11695 11419 726807
9016 2699 588807
11788 9236 534540
6403 10534 568697
8547 6603 236656
4642 9511 111652
1157 1642 922905
388 3638 608088
862 12266 571945
6909 4373 734390
2416 4299 122558
11587 7655 411985
1186 10430 241037
2222 5196 274230
2568 10378 847317
3814 1214 57859
677 10937 562295
12349 1381 258016
11949 12181 311082
7675 563 730581
9892 12051 157309
5002 11355 486863
12565 1338 662499
4444 2648 60735
617 3441 123769
438 4424 438428
3055 6333 174325
784 1417 348900
640 879 878168
2269 7997 90655
10488 12486 201843
6542 12509 216913
3961 10740 747146
10892 10210 306518
7952 3183 8311
3622 6528 708993
772 10010 380018
5661 2543 429669
12091 857 261011
12517 2490 881142
7787 711 544997
292 231 80258
12004 10192 802111
3048 2016 62136
6692 6032 875006
6002 857 258963
8669 2385 228326
5418 2953 817555
844 3799 38015
9734 10610 295732
779 5837 283665
9191 6027 802894
2956 3929 570648
11124 189 408231
6142 810 866152
1204 626 687163
5414 1609 996782
12343 8531 356828
9419 11265 506326
4178 190 486194
3262 9110 806150
193 1573 833356
7719 7293 363268
7683 11925 860161
2462 2797 903116
2377 10322 328138
5189 9544 263993
9856 8308 735895
1404 4535 341865
12481 3132 10
646 4282 644323
3596 201 555265
3373 3288 846397
2396 7565 306217
6390 10806 599289
7592 4089 36927
9343 3511 219821
5423 2773 326913
4186 1802 20311
2015 492 674358
8509 10791 821918
9427 722 148322
10071 4092 947996
11769 3082 229276
7517 2659 960876
8407 6815 698088
4789 11289 156393
3244 8343 642
4998 10284 230705
8996 7851 749130
9654 7761 154582
5502 9318 273494
11709 2593 369169
1396 5930 200610
11024 4474 246216
8604 12251 680469
3075 7812 376882
11563 10635 922887
1424 4996 234501
3610 11072 603515
8415 2290 515155
8503 7100 827582
9635 9180 136381
8408 633 504986
11289 10742 923296
7563 6758 35384
3691 2697 806318
6109 6044 795938
11396 1894 242619
858 5309 985870
6605 998 654234
2121 4706 192284
8928 3479 49292
9850 4717 342243
10554 10905 323891
233 9678 922797
9202 677 998633
10968 212 339059
8487 444 358917
11923 3911 850225
2717 11867 483744
6637 4809 400754
6062 6345 437504
7664 6891 191816
2505 5718 124803
11055 9932 866848
10264 4165 19222
3016 7549 649617
985 959 363368
10433 4470 222658
9298 4184 985657
7406 6107 800337
10427 6907 764490
6319 11807 150304
1528 1906 793067
9677 7616 331895
7508 4581 151777
3501 3795 102557
7772 9442 367140
4600 439 707068
622 10985 256086
2910 11793 921814
5656 6419 866445
4146 2712 628775
1747 7649 350675
8342 8009 48655
6062 9552 283002
3343 5885 942273
12135 2872 573085
11060 4188 673562
2399 6048 578748
3159 10614 992254
7798 12110 893526
12439 3376 321663
7007 4666 398312
368 12158 246936
2115 8239 858852
8863 2291 81406
11378 5832 900679
3586 2060 424872
4900 5580 21203
7426 1518 789898
2675 4351 217959
5148 8582 472189
9021 8382 469677
9732 6100 571769
7637 7999 260354
3487 1548 794261
10973 6043 47519
6350 4143 689641
4412 6769 846760
1410 10515 799512
11057 30 494086
10935 10849 961019
11968 10941 824645
12438 5051 657239
4290 11915 880498
8634 234 332574
5450 3961 136483
5638 11547 70282
991 225 372361
803 5142 205947
8078 2741 197306
