13308 3800
6162 12613 509253
8059 5793 201686
9214 5635 902464
2460 10987 615702
786 11526 265185
8985 3849 852059
1262 5015 721447
8519 1338 867051
5572 11003 129385
1373 8602 989061
6075 7921 987961
2751 11102 924600
6127 11150 517737
8654 11626 589903
1312 2079 450571
9549 10929 54672
11067 11629 229568
1423 943 326668
689 563 588995
7753 8738 926723
8648 10923 609896
12571 1588 880763
2191 7661 988987
9683 4099 108115
11896 11189 488034
5000 1645 676495
1214 2800 931080
12745 3368 908446
8422 9468 442759
12419 8494 836669
9242 10081 414217
12891 9260 878199
10522 2206 771348
8443 5570 947893
6761 11167 704595
11217 2161 541395
5737 9192 335998
11024 4022 49294
9271 11704 960344
9375 11026 711479
524 4093 131176
6642 11015 248981
2940 4049 721839
9379 3350 353151
12319 5259 426163
7044 7219 317549
12513 7065 777108
9667 12560 319107
5777 4766 800400
6067 11968 250403
5944 2694 593444
12343 7417 66252
4975 3182 870807
9488 9760 563893
12671 3388 268875
12081 11200 578368
10103 3381 375133
7721 7950 460900
6727 10721 304381
1561 3087 108466
4369 5517 476840
4869 3511 787894
12063 569 119178
5565 4842 872426
3354 9816 871091
3934 2012 636109
79 1832 78062
4430 8962 973190
7128 5921 212475
2984 1597 78009
7138 12942 104954
6372 9953 898867
412 2621 416836
12835 365 566373
8827 5764 212175
4181 11729 997432
6666 6026 754985
11157 678 576464
1033 3328 16123
2717 4014 505245
1111 4553 38083
9842 6952 700666
5629 8907 280335
8753 1163 212681
2235 674 646568
9085 578 906224
2006 3472 47080
8144 6438 153470
2223 1784 170919
12351 4390 676648
6360 8178 189886
4959 10909 323606
12430 3665 426490
11915 2443 318718
8656 11428 437823
749 7673 512939
2097 8281 856886
4780 9914 877714
9994 12931 679771
927 12422 26201
7162 12923 925089
3335 11061 158508
1110 4614 929136
4367 12825 112447
8643 5687 551636
8028 470 617309
4396 7166 227742
7034 10641 550647
10456 3845 879704
1720 10140 148159
1175 4321 109510
5457 4215 776855
6837 8659 62579
13231 11718 669237
3164 6036 435307
6551 12973 118908
5323 10450 666644
4375 6640 423302
10179 11354 196695
11909 8675 993608
9135 11445 323511
8279 3375 212654
4781 659 302845
6888 13148 245773
3384 9646 403346
6408 3911 590587
6370 12218 92957
8632 12821 177315
5303 2349 865623
5633 7701 625282
8104 12731 902143
9866 4460 698099
6105 6622 444149
10898 11074 843624
10009 13041 991529
12775 11076 572657
372 3850 980440
2233 10022 829940
4565 7171 607941
9669 232 798096
115 4453 205088
10915 10764 97896
9453 10144 527335
4991 12896 99409
432 3543 998218
5150 9168 290308
11687 858 718176
1620 361 738275
798 2699 167005
231 1487 732130
11786 9934 660333
8243 731 265808
6579 8709 710814
5123 3327 31892
2850 2267 513208
7451 2830 898923
9593 1634 901038
12873 10865 590553
945 7702 576370
2086 5767 693671
6972 2064 539971
1354 5953 688961
13000 4716 713774
9447 10050 441858
7628 592 639322
7392 462 666149
12104 9808 841845
3511 2861 689933
10885 9590 927063
5751 1436 623071
8396 2130 83274
2953 9212 930989
6116 988 869951
19 10389 105460
1673 9311 655541
13130 2019 512678
6265 6612 678646
11142 3823 963669
6041 13067 645523
6510 9377 126990
8377 5123 511431
1033 2711 854183
10193 9670 470785
1219 1877 244599
7768 4496 860560
4560 1058 12367
9547 8597 683869
7958 11206 67664
10809 7167 616155
3308 4210 824125
3376 8826 306876
3559 5958 663774
2293 8798 795786
2033 990 115741
7451 60 232119
1769 7284 700677
7303 6233 409082
4132 6034 862440
10149 636 35104
4959 6362 56440
786 11312 677245
4321 11712 261404
7542 2061 43399
12129 5329 18124
11495 7063 447966
3688 576 425278
10493 12562 992249
11442 7792 121584
6126 9906 693453
2789 2726 958455
2874 283 226735
8574 8737 974999
7224 56 627153
9130 11671 69210
3184 3934 149642
3567 699 896505
59 1229 987341
2314 10724 28625
6290 4950 549879
9214 8537 247667
5401 6377 945368
7376 11671 958866
10730 12977 511881
12702 4945 102250
9542 10293 659580
9977 5838 554909
3677 5620 903801
11494 3536 310742
4964 6409 10856
4572 4969 699597
3962 2182 949502
12946 521 528440
6301 549 451681
1656 4648 864653
2381 8696 85998
8050 1183 920884
8974 692 287184
5033 10417 258469
7530 2113 453238
1543 6379 830681
5104 1194 901005
9810 11741 179426
7938 1956 910494
7569 5149 387637
10467 1071 639385
11365 2462 675872
7253 6916 563086
13274 6944 257933
10272 10401 932085
8443 6655 376172
12995 11935 316913
1094 12818 130383
12797 9924 434266
12856 2106 686101
3772 2223 818284
975 755 1234
5131 12561 195170
10300 10014 557440
7280 1839 958780
6607 10224 842229
7433 4742 656638
10420 5443 247256
1626 2995 942918
10088 1706 57679
11742 11912 563570
7640 4460 802774
12728 1168 290607
12019 5515 772022
8033 6421 893327
13033 6178 95070
9826 7352 424653
1043 5337 543403
13025 6937 209869
3265 2796 879540
4867 9159 265293
2198 8420 396265
7698 1061 678798
5604 11072 878179
4406 7776 727159
7425 9766 328960
11251 1014 608470
822 7194 445524
1969 10880 877966
798 6715 791694
7542 12030 887423
4379 10822 200672
173 8029 518873
8017 6010 647249
9247 10704 225565
6129 12913 313736
9717 4720 1342
12723 6662 30002
8926 13059 31173
5339 12866 333770
2092 979 716693
5697 4102 663033
11766 10535 552913
1735 10106 939781
9773 8804 432239
9112 12823 797028
1303 3064 14024
9234 6060 523945
6891 12235 779447
3093 9599 703674
7218 7500 140151
10746 2025 639482
6387 10109 534146
2695 10355 264574
12958 2741 732906
2420 11654 540354
460 7549 887117
9664 5181 94490
2452 3982 460709
5920 10968 681872
9772 4308 645447
7737 12583 853329
1033 4676 5557
8008 3636 952018
11237 5007 581404
6896 3110 496784
2772 9650 611054
1318 9549 853645
12862 6536 489789
2482 7597 497498
5738 8633 841907
11147 4872 599425
3627 12367 752401
4699 2451 309379
3717 560 647906
12552 1409 724347
6888 6847 538260
513 1594 831396
4300 10660 789944
9624 2950 98372
4554 3018 883447
9639 8050 870669
7334 12011 202558
5071 3945 495887
9243 116 900024
1834 4297 20691
11988 12150 713463
11155 8436 172587
6188 3730 800701
10083 5460 790116
216 865 697023
4458 652 153424
11120 1461 999362
1506 4214 161355
5247 11724 863618
6404 884 462370
6709 6174 623979
5534 13260 250643
2739 8022 556020
5729 6522 410203
8696 8048 882521
3937 3465 747116
11900 5614 522001
6630 7188 754857
2427 9699 377378
1971 12708 548655
7960 8988 219118
808 9432 89075
10784 5207 446046
7048 5743 50742
2289 9956 722677
3987 6762 47439
12491 7015 147858
3729 405 167817
8192 7377 468001
9295 7280 605672
375 8377 248795
8789 10352 965395
8719 3189 40506
5683 8225 268018
3332 4893 559011
2413 13007 203090
6604 1419 719473
1406 5582 879755
7900 3377 824384
7676 11518 786213
10048 10946 648988
8876 8293 840147
9611 8675 525621
3598 612 868585
3126 8055 631895
8418 3032 196648
3624 7974 848508
13061 3159 236548
11070 11096 92509
11654 6005 685048
2899 11817 779041
2843 1212 357141
2049 2742 979853
9487 3197 852219
12166 2822 589965
1166 4124 731413
4582 8640 335263
9599 9739 462604
10283 3549 401794
2941 5879 895722
12929 4369 500132
11643 5069 141217
1517 6275 494030
1815 3075 747993
11627 9679 323120
8377 3415 659815
7621 6976 289789
7499 11756 593007
8584 11162 244587
2081 6688 778586
1533 6832 406043
6799 5550 701298
4550 8232 621897
5832 9585 929885
3120 12982 912570
4096 4309 261280
647 6240 836423
10903 5789 379132
1120 1532 671798
6545 7666 31373
10212 6934 897090
11770 3939 275532
10546 7587 526573
12391 7192 484972
5822 9291 912474
12996 9245 547867
6135 5418 258307
4430 10911 295945
3098 11984 428525
4639 10285 275635
9874 5230 853505
5454 7327 889841
4332 3548 762004
1140 13030 355858
3379 6057 230531
9345 10088 55633
4775 11389 976773
2557 6251 301427
168 5004 169519
13052 1212 447211
10712 11950 544256
7596 2303 990929
1191 9516 681144
12077 5105 822241
11417 6230 284242
10270 2341 299583
11767 9055 358263
7797 6698 979032
5093 9982 432267
11826 4021 466130
930 12795 786969
6161 1389 792842
2405 5503 408203
12814 2872 92299
2009 1735 917799
11699 10042 209089
6844 2060 677553
7428 3147 291612
11497 12208 386324
1934 12322 120591
12786 8247 277408
11523 536 61630
918 2009 191326
5422 6811 303282
218 7434 429765
1246 6809 863367
2040 3833 935597
3985 3036 430349
6714 7773 684344
6531 3362 734935
5703 1038 718051
9252 10915 387698
6401 4107 209080
9188 11204 855443
5986 2718 546990
8836 4536 461797
3905 5955 739216
8499 9670 94855
264 1938 170576
796 2405 593120
6860 11117 973937
10846 8510 637875
1981 263 968578
2394 2978 64142
5153 8562 332821
9212 11670 859351
309 6058 6735
11255 7932 422635
3240 4069 441612
11207 2908 675771
10966 1306 740562
12833 11453 82534
10923 1759 598601
11760 9602 308833
5772 10393 956093
13178 5877 625733
8345 5190 685726
5275 3689 608280
9195 3553 211511
1449 8782 565073
4770 4251 42206
3531 155 623126
12099 7014 583768
2439 4869 869193
10034 11142 810640
3940 12046 151241
7122 2049 200270
9875 5624 778120
5690 2450 40966
12782 2398 883575
4780 2776 840329
1734 6409 995091
3738 10363 633775
9206 2195 604762
10413 5791 206504
4161 363 961850
5467 8240 241775
7736 6555 849022
4511 7332 289661
2454 10595 751666
648 2834 730634
10161 10472 874218
5496 10883 327791
9133 1615 794917
3038 1287 891034
10848 10465 801308
192 7446 880622
286 9442 371141
2986 10386 611977
8046 184 403902
1331 7633 44706
1939 11349 751815
4735 10931 806139
10329 5548 598456
2892 4106 733441
5651 4503 884282
6382 9451 185900
4930 599 822849
8184 5247 332222
7401 6614 899887
716 9735 302598
4106 12999 527565
6980 7301 193574
5384 757 463060
5257 11146 621130
4306 3455 542345
9417 12735 313215
5840 13178 561954
12908 9640 974801
6589 10048 108949
8750 1410 248716
2353 3774 977197
3488 6802 409908
10100 4928 576860
2847 8419 437197
2003 9676 725692
12804 834 530941
8521 7985 243839
11142 3324 775871
4387 2558 30710
2876 3020 903428
8165 7581 662661
11515 6503 1622
4644 10322 891156
5312 7833 505768
417 5562 163278
11799 993 504075
9789 816 99403
2719 13275 450573
12306 3528 60722
9935 7063 222056
243 1478 785935
5677 11405 245369
7198 2379 319761
5156 10254 913822
1247 12970 766829
10006 4137 519205
4360 8771 345641
8896 4117 221186
3094 5967 322992
8023 1926 498261
8899 5903 643859
7871 4797 663588
3202 4733 652
3204 104 284939
3066 1609 642150
10169 3683 435754
8956 6546 185475
9974 1643 251632
6305 10061 76873
1171 1359 672105
8178 9405 502113
6483 2038 232630
4036 7589 300088
5320 12653 832804
3595 4262 805804
8606 12292 159207
12063 5911 802900
7725 6147 372583
1450 13290 557610
10876 12737 286550
8206 5834 8347
5221 6557 235821
11393 9587 257926
2615 3327 405775
9839 6793 127578
3030 1706 815431
1072 375 200262
247 340 442768
4019 5268 541038
8700 7502 587989
9442 12205 790960
5925 8072 511425
13057 2429 512451
8189 9344 665916
6064 7645 316695
111 1626 149479
4458 9376 3872
12771 7094 628214
10909 10591 128626
7939 1815 774627
10924 3415 167819
4870 4096 375508
6402 3068 698266
3777 2294 580673
4726 10271 313214
13193 13271 241691
939 10584 789145
1095 3182 56592
11208 1448 937945
11791 10614 205040
11258 10489 588325
3320 11014 531924
454 4500 679214
4704 1815 825063
4371 9505 990894
12967 2425 316479
4471 9692 642989
11870 4677 974335
10345 9316 511222
7377 4105 208250
8049 12822 937980
481 1079 655185
4980 7105 788693
7812 7111 497498
5638 8419 954232
8932 10271 853579
726 3863 648556
9699 4307 939447
4082 1609 687871
765 55 173035
11027 6317 400202
12781 5726 773877
1925 1641 705054
10595 5466 300822
2011 9227 168081
1601 6832 298726
8129 4426 405153
9751 12249 765839
10018 1021 660789
1645 9396 888731
1353 5992 499617
5414 5476 187231
225 5619 351280
6813 11745 154334
3518 11636 56584
1136 12862 860433
10582 8475 407140
525 12139 540304
3851 12667 884043
7542 1677 413845
3034 349 524939
8695 10014 469849
6367 8129 310566
9893 10657 908070
4312 1542 309123
10698 7886 304136
445 3498 760353
6742 6191 408542
11985 10822 569373
4463 1682 361337
7612 1418 994876
11738 2508 101546
12616 1440 457072
6618 4679 955078
838 3498 784664
13258 6871 437823
4706 316 215100
9898 9394 124367
6249 11792 264012
511 4694 720076
12600 789 444821
8629 4243 73037
2644 9719 546086
10817 6188 314639
3570 7030 843614
11953 1987 851438
8818 228 519139
11123 2735 181600
11112 4608 768481
9696 4569 597673
399 5232 462659
9736 11252 894157
6724 5202 754369
6117 6352 146231
9921 5462 926642
9111 3671 477227
4664 9767 563936
11666 12710 328607
284 1224 977949
7564 10357 35711
8430 2449 83047
9722 8866 430921
6345 1912 873338
1149 5126 793755
84 12903 230232
6729 7395 964998
8478 8033 805632
7740 478 827690
725 1435 195994
4786 2077 566565
3247 6965 515192
2511 4302 715973
4765 1889 993371
6612 12445 889695
11664 3799 190437
10216 9825 89750
7728 2503 410678
11398 13249 442018
7694 3541 809732
4307 8151 185272
8311 2756 477522
297 7442 810686
408 12789 332301
2893 7597 277905
5294 8619 533721
11799 2378 374743
7110 9484 536206
3478 1494 802550
12250 402 767048
13204 2762 940724
11590 1873 106359
284 2547 73686
6614 5027 912985
12031 4085 940470
6214 3069 282548
398 9570 198052
4840 1912 122009
9816 2732 267166
7651 7307 958339
1994 3203 831222
11757 677 739809
3076 9744 561675
7405 6860 433543
2885 12223 131164
3119 2898 853886
5516 8517 485492
2623 6658 973664
5415 10769 811695
9966 10904 106225
5426 8647 199557
5040 2452 982956
693 10672 65900
108 13118 225983
9753 3480 675804
316 8453 476919
13200 3311 220836
6032 13263 281858
5940 10730 834336
2759 6586 370031
12494 6260 246533
9206 9738 724479
6503 4793 257576
6222 9713 875095
4156 10133 271553
2258 11524 244226
320 10809 392685
2461 12153 263299
8912 393 219862
9365 2214 390667
2847 2271 975194
1544 6599 606677
3473 7588 881853
5128 8304 161249
281 4360 227080
3026 3143 380429
6822 2908 137606
12106 12607 600096
9642 10641 162199
10351 252 30307
9024 11710 776738
10938 7831 392752
470 1417 951214
28 2130 69247
2662 11007 394538
9908 2950 630854
12187 8230 253457
7576 11753 849581
12672 4363 901378
5228 10748 304986
3524 3877 849976
6737 8907 832933
10045 1665 236318
9878 7215 562927
4400 788 818949
3713 10615 485829
4420 9389 760671
10339 3780 933996
9139 12329 128751
7221 9982 802978
9142 8904 323487
1759 5977 909827
4915 13177 195345
9657 7542 677824
12841 8107 74553
1252 7545 113739
2171 4388 357140
6998 7803 312235
10012 5789 869859
215 11591 211214
4029 4629 446000
2414 4617 598711
7319 7715 167301
3225 9716 813641
578 13205 382580
6189 1105 821545
6214 1560 805801
11105 921 599201
8358 7865 844626
4309 10597 871227
3237 13158 882723
7092 6186 541399
5298 2056 797404
4233 6221 130204
5990 3782 2533
1439 8774 961355
2063 6530 289430
9147 4177 124403
10341 10462 741184
5793 2415 844317
2617 1936 44436
10930 1071 223591
12999 9044 471877
3959 2622 972648
4188 4628 933769
9410 6602 763806
506 8950 504756
394 12616 76997
12406 8122 614812
12993 5034 937560
9131 2353 727880
12700 6274 293386
3340 311 283913
6620 1207 201700
6956 10648 275598
4919 9863 706726
7906 7603 307105
1919 8878 447039
11343 7740 924953
13142 7921 427746
4269 9593 629889
3948 2946 273725
5617 10160 124009
9854 12904 129273
5729 5922 659759
2480 2165 806599
696 9714 150053
8182 1849 258760
7128 4048 45332
3570 4819 236457
4351 11836 520759
1755 10584 409470
6415 11035 44394
2393 5509 815177
3002 7060 853533
12478 4170 48442
8970 1387 353921
4740 4318 912852
10349 8236 172291
9275 12877 242558
12873 7246 919824
596 2363 445684
454 2474 449644
815 12677 725324
6996 10231 106919
12123 4321 264915
6846 61 25496
5804 5155 319144
12627 11285 854010
10681 10272 703219
3211 13241 501947
13293 3627 541463
2438 30 396516
5292 6076 835824
11538 2685 348330
11788 9295 816724
12963 12829 185358
4000 3476 624622
7840 9566 567763
1649 8059 962484
2988 6946 703969
1253 3232 287277
375 7258 559700
11918 7651 585540
8265 4682 704789
1367 7804 810623
10488 5590 765139
2762 13113 610877
8275 10628 805998
9907 10328 486037
3683 10457 823934
3966 239 211151
571 726 535345
5452 7149 284855
98 4320 855312
2783 404 703982
5593 10504 780726
8601 10605 402870
4481 2780 278577
12233 2163 788269
2590 2036 125037
9625 10582 877241
7483 7502 912608
10882 7085 468751
5122 5636 174380
4470 12718 485140
3675 11697 455848
11212 40 645501
12394 11309 203833
650 10168 375899
8443 9508 698026
12474 3996 194372
6165 2810 875089
5172 2881 530843
4030 9074 515323
8144 196 606059
11418 1113 113226
5721 8513 428126
10710 2981 630716
6142 9846 802731
4841 12780 868018
6807 5004 642725
8427 442 937315
9851 2536 820666
10472 1002 192526
11049 10213 380305
3257 10634 171736
10485 11227 18042
1877 3095 178163
6407 2031 505588
7958 2692 250478
8023 12643 483222
217 7455 160997
7368 10555 208848
6249 11138 419448
12928 11720 526113
10344 3557 667197
7021 6433 13072
1338 9288 841201
5633 2468 457447
10115 9208 280927
11846 7963 845675
3962 10558 800951
4133 11671 917850
12201 12371 279810
2504 3018 506129
4572 8152 349414
12748 6321 454786
4152 12489 345353
4920 5652 189911
3195 12861 199549
6427 11213 179426
10670 2936 270859
225 8406 750592
54 11072 887149
1837 7596 109202
6145 9045 503405
2865 2582 269040
12274 5186 117889
10150 2695 842140
12068 7717 213360
910 2894 191539
1840 1564 847459
8043 2865 709604
2985 12152 681780
10431 1693 840290
2851 11431 371820
7780 13221 198927
6810 4160 359218
11267 11264 428574
214 8656 606658
5969 11891 402367
9995 6146 765834
6505 6662 656684
6655 12778 325154
6721 4749 445027
4966 3184 439522
9426 8527 791849
3328 404 995250
10871 12071 458678
7671 3714 895038
691 1688 167075
12319 4603 292047
5204 6098 590777
11314 4320 198623
12207 9793 569012
12272 11847 8113
391 10208 338841
2093 9734 869457
4002 10336 98023
8096 11157 265276
7890 7101 187539
5395 12324 237127
3694 10240 736169
6018 12173 961563
8028 5510 437244
205 2828 568568
1336 9836 416242
11838 9277 773406
7345 8032 392664
7156 8556 565037
1846 12380 136745
7032 7286 690184
1125 11019 275466
3887 3122 835011
10308 10118 323412
1440 9691 430127
1439 5593 727813
6858 3235 413771
3958 4409 584135
12386 12997 22716
1731 1006 258713
10519 8740 369305
3402 3618 957968
12698 8486 512781
11660 12859 662756
1313 3586 544763
1105 11626 649251
10802 8470 967304
9607 6038 135138
5973 6531 280593
10947 2481 589804
2363 3183 26586
1912 5157 728478
6331 1673 291670
11012 4345 730969
3726 6443 862310
8829 3574 307643
9601 10666 816368
8486 6000 225072
2032 10086 257888
11185 8236 48619
5555 9695 365157
4614 3930 683557
4033 3881 339700
3317 12036 779451
6610 3702 129628
241 6915 684469
2215 4052 889398
9050 12871 868647
4551 953 603193
3165 2511 552422
11712 7855 747734
12801 10287 261021
257 3209 47950
9189 3775 103584
7185 10519 338321
10872 2321 700511
7411 13102 158032
12260 1896 118935
2326 1667 861275
8650 2900 183615
6053 1123 999845
11536 3648 163185
11074 1443 673574
6450 6144 245600
9328 5898 89178
12037 5577 252879
1248 12680 613614
902 3205 438609
