52225 96080
6277 47808 607533
45735 39114 909411
18872 43106 684167
29383 42189 326500
38493 46238 50267
39352 49437 304499
26059 7351 576861
29875 9945 627382
4964 25654 247800
458 46211 304553
24704 35539 278698
7859 15911 217067
38316 42477 134502
2789 12872 502250
34036 36879 926151
6101 51118 247917
51670 473 328709
17492 29717 300488
12939 49371 30434
11373 34563 755710
38080 17114 981166
32011 11420 38890
47050 30602 75136
29372 24795 894408
13239 30067 247526
13091 42929 903790
34552 8091 488279
38915 22149 337185
24069 9684 860982
37429 45826 794827
42036 11077 240291
44838 29056 335223
1642 48282 554260
47656 6731 829591
11104 23146 204560
8787 36889 307553
35586 38815 961959
47903 40658 527462
21132 7344 593756
7477 3832 71721
23345 19817 265599
457 17220 824295
25861 44744 330651
41661 8736 876359
46245 40032 938751
37074 48059 37274
10820 14288 330422
23690 20409 977662
7783 11933 601248
7270 24500 811241
30081 6033 487091
268 48725 477431
22597 12647 973258
1095 5318 411998
40265 28366 161067
386 37831 441078
48188 26966 837468
23480 50168 607583
1643 27037 691032
38631 27964 862636
42641 42410 593848
12315 24953 78897
50556 33731 130387
44504 12969 520527
51922 10515 71895
26327 31917 103067
16931 5710 113775
9214 24651 142036
50402 51702 532506
34948 48321 513282
39826 31330 608792
3973 1364 86402
26529 13025 579871
11806 15607 177671
11436 4562 479410
13736 49791 560715
7027 32340 392009
3731 42293 372288
41138 35686 661945
17829 17296 6543
50688 27056 374615
14839 22401 509329
48906 24615 402098
33503 40774 320064
49536 627 742029
51223 9415 907865
41686 3323 585238
17720 21174 865587
47574 47365 430430
25753 37218 612115
43220 32057 495250
49995 46837 190942
1200 51465 621792
34555 39896 926412
1317 13071 686614
30640 45013 724762
51324 32806 624422
35314 42318 982668
27461 23949 88423
9543 20692 291823
22296 17336 115091
19868 9751 649247
14118 24523 496520
31254 51700 193531
42350 49847 758992
50056 26526 107320
39465 10891 627161
16195 4379 144684
15013 25541 748201
15648 46741 103453
34705 26822 591433
7696 45648 907767
47333 3058 868135
38933 38909 332279
40967 36407 497922
47138 41231 961889
39905 24946 137533
20135 47000 131949
38546 20166 98795
15599 47702 12494
39565 31560 41389
22183 39875 260152
9354 46549 868926
30588 17138 820887
42721 48361 195788
14728 34154 247592
11541 49810 671838
6368 21881 243151
51738 47561 11185
3783 46857 581253
33464 5336 547600
6396 27995 529894
18370 34178 438172
45628 47412 329115
27310 9623 517704
30013 43967 779832
583 6074 642258
22588 5405 602751
27313 15730 704700
3699 4680 921165
18452 43319 131985
28819 2617 209658
14401 28484 928390
991 42910 454029
47138 12470 949380
12592 40368 806756
25862 21591 598855
47391 16700 708137
15233 47462 642555
20186 21114 74036
6718 13296 410214
24574 44290 382099
39772 29161 19367
42123 31052 677064
10788 25873 521139
27766 44535 858005
39639 6797 500794
34453 19212 755101
36568 27255 873986
18092 29304 432106
40939 15087 371294
33438 50347 66842
12691 2981 61838
16128 38349 594220
33117 5193 752074
24032 19132 113225
24404 13670 154497
7644 45158 830890
50568 46468 186065
1784 1333 701850
32467 34409 592921
3839 23701 922563
30325 16896 709386
14899 3442 429395
48485 6156 258881
47879 36409 361507
38138 41257 306616
39538 23398 515802
6473 16519 697070
10715 22889 357989
48808 6592 581160
36442 21175 113386
4583 7190 600838
786 18455 657157
46162 9590 970438
26778 27027 87688
50729 49597 626623
1274 26384 5352
33843 17802 608468
6964 21105 169595
39638 1325 603070
40916 34547 987408
34804 15018 277236
43062 778 233481
48634 7975 221887
7591 31285 528515
248 47766 60359
7215 19054 701067
52072 47281 766626
39280 50842 29565
1513 6388 615189
25521 32097 894292
36899 19718 405616
21067 37841 210184
24743 21138 762430
8077 2887 864286
47481 10915 286596
46548 9114 411831
34213 46213 626313
46748 23722 411121
50537 32584 980143
29256 41659 768335
31172 28368 507181
26595 19675 73729
6923 46675 736479
19893 12646 684280
48332 21991 998231
50933 6248 648066
26277 41911 852188
27173 33111 526521
36910 39398 17970
39570 3671 448334
22506 40033 169626
15151 33220 903030
49567 46786 848785
49461 33394 460198
20968 11756 287906
24878 7249 2339
42779 26103 797563
15956 25110 881997
33136 29394 110566
341 25602 637098
33971 7165 816120
34990 23122 868021
26204 42615 650340
34473 48800 374323
14491 20535 808812
29554 30043 40674
35371 34157 952869
6042 9141 965599
13720 22072 987568
43419 5062 514415
1471 16390 940948
22309 35740 149079
45812 9674 829341
48405 14259 959145
1829 6704 678632
2438 41023 504705
34826 9702 687801
45139 50060 128695
27481 12911 599436
51200 45678 167392
49356 34870 66480
31699 18765 5820
4492 37473 967349
32348 23977 80766
6070 24401 526819
16651 5569 158161
33278 41399 289190
43220 24764 570121
30718 22795 501524
18480 32063 915090
14013 37158 478886
34164 43558 314107
6977 7415 965149
6096 9627 806698
28197 2604 904689
16049 49370 377700
10716 46239 537402
9516 1995 431980
46487 17396 418351
25861 20591 474829
15660 50237 346558
40938 28218 653605
7008 8517 458892
47785 4033 123054
48287 187 161522
15216 16051 819850
34784 19284 712150
24463 7287 495391
18276 35608 541335
27039 10734 247765
29792 13149 288164
42555 7803 507467
3194 42107 111075
15936 11118 16607
45796 31096 783297
22602 33066 148607
13661 43444 173655
4041 50790 621934
18076 25765 110960
24837 41946 366213
13012 20199 757321
10227 20927 786335
32430 308 409219
32476 21037 157799
4111 35314 835762
40334 4562 553296
8332 46189 567949
46673 28367 692564
37298 29365 162940
26933 39801 888174
534 47167 108100
4450 49835 634147
14193 1493 680062
41970 42136 632685
43940 2175 27934
39027 165 34730
2532 39632 476387
37391 4880 764745
21856 15431 302962
35072 31829 168423
37373 48396 769099
11114 30402 155381
49170 23671 998434
4850 14386 397098
25372 36043 663405
2103 18191 173211
5953 26158 123066
444 6620 119238
36850 34501 780108
8937 36050 440245
33679 24003 334458
12799 20218 843214
9630 31406 75176
34061 34027 960502
17077 8287 589298
5675 23167 871294
24862 38923 557325
9829 24378 6971
25530 31256 604329
13538 260 38129
2272 26218 805403
2515 2556 792677
50883 35567 578050
3722 36829 799927
9253 43953 443213
11825 13895 422474
44615 18690 297507
32335 47206 343287
6157 30341 114701
8699 21543 128331
45432 36960 145404
48397 23191 778847
11082 10177 582525
44028 51207 995452
32900 51960 581512
34525 30171 37263
27317 31941 980796
29835 4044 431245
39890 49848 491889
17941 10891 777776
24076 47734 184575
26804 9160 352415
12760 31531 710847
45988 34194 382600
104 42934 322965
4242 31826 636461
9674 49620 699435
38612 39378 507053
43340 32131 82154
17057 26420 226862
36050 8858 91743
7144 32323 976739
36970 27882 370133
46791 34092 238349
39435 24455 486499
38977 6500 692870
30804 6363 608662
7218 24668 151577
15636 17085 728925
24386 2193 405137
51342 2826 746818
45905 4488 136842
24221 31179 513672
11223 28663 574162
50618 14047 98430
46618 31148 608858
3032 42527 722381
12372 46839 600323
38622 14044 620172
43883 6541 964985
5641 46903 329398
10995 23818 983364
15778 52088 57799
38595 41546 821295
41817 27958 160261
39939 7495 940498
49093 16750 734093
19637 12473 280041
39176 28810 473326
15097 37892 65645
41632 26141 175046
22363 4565 646763
883 25681 41916
27917 47367 26842
28073 30179 913494
6025 25893 679567
49428 9956 815964
26365 45472 606238
33751 44363 415117
1391 17976 1216
39465 11558 428674
44884 46709 21363
15915 50341 282958
13080 41761 972074
3731 48642 781541
7158 17991 740401
37313 49389 605351
19821 31918 524930
50795 22711 323106
51958 38916 523722
42072 5510 625250
19984 37229 169433
5374 6905 686093
934 4582 536622
36722 34419 951413
42052 8663 14058
26818 481 349916
50995 2380 107566
47070 5975 335531
52023 29969 599862
31109 9191 193216
39664 46666 733806
18235 25408 191368
15852 38909 134643
15893 7137 954355
28929 45602 963172
29109 18809 785719
4325 1934 955509
41857 8791 589982
22384 43095 832185
7156 6389 480126
1242 41951 109652
4433 43250 771347
19923 12289 985816
39233 13518 531730
44726 5070 268611
33160 28868 63165
18744 12298 76579
26586 30760 55004
36115 35245 306593
18820 18245 245202
1335 21537 341847
2869 2325 794408
16523 8813 552889
36920 2721 978307
8981 2058 643208
41786 47704 98602
50034 24420 582506
17139 7539 672501
43404 34370 556859
33425 30240 697792
11656 18579 311860
33727 34370 551805
25269 51935 291822
37899 45639 866969
19580 40570 110434
46669 11558 863109
30913 28730 181960
47785 22605 944452
43111 26583 547558
30130 4850 74418
22992 13857 755970
35456 33003 368947
12436 46693 324886
6342 6425 784077
50134 39193 94780
12725 40745 899479
20188 9446 43033
39702 44749 999606
14156 21160 590114
45365 44471 219618
35748 35403 799425
33615 39213 682518
39322 13046 797925
40621 46829 513551
33423 45405 686877
12415 25846 993954
1606 13106 941796
7359 21283 53805
25823 20680 534752
7009 30661 884743
27763 37736 889346
8399 45445 376102
33482 32312 326863
33652 18475 904094
21122 19377 539143
19927 26544 917230
25443 28284 686188
42101 29888 68290
14485 46799 435313
50358 14679 447582
50073 2539 919672
12688 25624 479464
29962 48678 311371
18393 36584 354986
35298 13761 883752
38698 8701 76831
42034 47545 364642
41256 21879 734372
11816 34594 235503
29160 49155 650323
8707 15430 565031
21858 43326 453398
29865 2177 64857
43571 12254 430620
5845 38853 313665
15656 45091 29552
1642 12580 138000
37231 10343 609411
47492 8950 337894
18410 13699 316218
23231 11997 285975
26817 44864 281958
17349 27469 904288
16347 19689 774810
1886 28322 139885
31288 6510 734549
41664 30571 931882
28874 20982 402271
15851 43476 251245
32895 28506 996761
46747 15204 83892
26120 10874 364651
51435 344 254127
47357 32682 494992
15477 4171 508852
36623 6150 603526
3622 19523 410052
18276 18971 402229
36199 37436 890896
31905 38505 798554
35239 466 217770
10660 35620 347736
1063 23521 335128
41747 25464 476844
34813 48362 434430
39616 37907 641139
40834 25264 306083
9791 38347 807558
18526 35890 843295
21595 29790 532347
21484 38744 690017
42207 1231 444000
48366 18430 460004
4673 3422 399971
19315 8900 236098
29463 42110 708878
33242 49580 203575
45421 22267 432322
28470 13148 739262
50981 37319 174276
2029 31500 492528
25637 16146 752490
956 50207 681068
191 50359 230518
9931 11126 997809
35132 48981 950327
1183 8574 558150
40173 5291 152468
28650 47691 422099
5800 34807 218080
43216 16285 498011
41700 8942 949993
4697 23806 901914
7114 49423 199252
3194 18149 244504
26557 31939 379569
18223 21261 575996
51925 51072 542257
40050 8416 844851
2571 49935 781870
33814 50124 853233
32810 3255 291296
8889 25079 568485
48182 47358 810420
2425 1434 340850
4063 15028 957932
748 6426 742634
40023 40196 966697
27010 5705 955434
51694 44009 479124
39542 18736 48365
5630 38414 512635
34480 7875 159307
8437 23130 535819
41737 46591 807589
14774 6111 342547
33026 26622 931954
44724 36987 960783
37332 640 717533
48120 32680 552172
22485 41430 172547
5682 20828 710415
12603 15504 879326
699 19637 501504
40637 35299 471027
27720 19108 175793
2391 8163 207884
13363 16712 323102
44072 50754 216099
19546 1511 876773
51701 15875 441265
32241 52169 943934
2353 42507 719675
52169 4918 691964
19990 15033 729506
4636 44291 241017
20151 17895 258983
9583 2399 126215
16504 45406 462738
16591 31661 920037
42373 44601 740564
923 48274 107595
45999 31701 766948
7488 38663 132933
36745 43880 937465
29643 48094 968202
19583 28062 699880
27250 31282 688605
6855 48625 508696
28578 50383 931666
20218 24669 990546
38002 15157 267281
11185 45454 543657
9900 43293 160048
43336 8105 698048
44009 23322 462924
30626 32921 183760
50643 12979 738779
20751 18437 920729
869 2919 91231
10138 20288 181141
37691 51813 502824
17023 24648 823341
27569 45768 948341
20114 9124 161273
22899 46927 350862
32962 13897 992275
20267 32689 41817
15237 51772 700274
17336 16059 808987
35974 4043 70351
15266 25692 545250
5809 51651 867343
31619 26159 290618
1147 2034 409155
6006 13496 554109
4636 20837 477260
31599 36393 961718
51178 2210 894527
19394 22967 266226
11664 31084 856463
16602 21764 717532
42563 27584 475950
38210 18069 470005
11033 24353 269960
41366 23929 244808
35760 39984 496178
23425 1902 880478
28612 30411 581851
39285 40306 350932
51524 34357 754542
18519 10939 852206
9516 16652 465054
52057 18854 768426
49273 10244 679369
41540 17191 891003
40482 3130 887039
49280 37791 703024
24874 34428 490717
6260 22025 824710
4226 44108 187604
2728 42118 120608
21758 38346 157392
40779 8258 435110
32764 30310 745104
51162 24070 540733
33293 51318 961660
18319 39552 882487
21257 41558 226088
2550 22661 433400
24350 12867 601883
33199 30547 462244
47909 14477 823529
11152 10537 513716
15387 38228 132734
25790 32085 430997
526 40846 934472
23005 6161 312540
25058 5842 997169
17359 18551 227173
52101 7004 625679
3274 30120 991281
13884 39798 898116
47780 30708 587851
7684 41432 738282
40941 23960 639296
6022 35444 160232
28047 3141 304836
30004 49478 824190
28597 30474 652511
14294 17009 36020
34265 51602 711608
35378 9597 307188
20928 21702 160266
17651 9311 31703
17367 9209 552991
35171 18361 490058
22987 6822 292847
15870 5201 955894
20866 1874 418213
2660 42487 812286
30899 2445 72394
7386 8229 324901
49570 52190 115490
32695 23578 597532
27735 810 801121
34485 29435 877504
2277 14134 700064
21244 31759 584644
6857 22160 1291
10080 37319 51640
27254 49990 547998
3278 43786 671432
20807 2509 83337
46719 5837 545778
39905 12105 581319
30817 45719 939883
11393 20888 821521
36717 45721 263619
16388 31483 984473
32518 48351 743984
17866 20859 463472
51924 36768 56945
10299 9682 34659
32070 31885 304818
41239 32157 369758
16234 40378 58600
2488 42105 662088
6720 35989 631750
8534 34161 869920
16038 39573 927465
2182 37534 4764
4026 11839 577197
31939 14801 202398
44854 21472 789498
10352 6050 593374
42560 13193 193468
159 31671 421944
50557 51504 297367
33618 26908 462455
11738 11009 121969
49636 28692 395894
29186 26591 628600
6233 27495 187339
12279 37469 846481
48651 14237 380413
1517 39064 63303
5237 6194 139428
51360 18193 970372
20072 12660 25598
11302 25732 741702
17303 22639 507997
14892 44521 856466
24625 20630 774182
31766 24385 940315
3491 9516 937129
39210 33628 706408
35044 20166 446975
48376 37800 505046
45552 8499 793604
29263 51855 891923
560 13931 330596
48558 51234 100230
49678 34060 807517
18865 19936 648706
35472 44002 727870
4028 2695 953178
7642 26575 643272
38428 49352 965006
38507 26547 239645
11985 20331 138100
32568 9380 407763
2169 44274 1599
47050 30483 851231
33010 4386 95319
7093 26599 669893
49532 49118 519403
41542 38627 852802
28149 11799 811264
38 8769 180718
32107 6655 73801
13350 19049 853206
38553 455 364036
41247 45780 568196
15568 26113 636571
13405 11751 252281
5995 26782 656581
24409 21852 133964
12574 18162 743324
30543 28732 356672
16189 12320 940148
38160 36289 269573
24338 6474 517083
12432 48524 269629
23800 39151 213670
6494 29744 16549
3233 2477 781421
19683 49392 327868
12510 36022 562558
9665 19528 420787
47072 38047 82193
10513 1345 299122
46478 45387 534344
48921 46539 175012
9851 41600 377529
47644 5349 228849
4046 7714 108937
24306 42999 647607
14655 19695 923706
32527 40352 502444
6359 38044 782982
24316 43177 325433
50345 18618 731620
3105 24236 163241
3195 39135 643295
27047 46567 896202
5873 5618 474686
24680 31321 195155
48244 46090 659897
28576 37465 868870
51303 35643 142181
12046 3106 660295
13384 6347 446296
13833 47638 797192
24556 43582 394039
6274 44556 456761
37341 18875 559599
34953 33122 972435
11799 2448 858227
12661 14831 454193
36481 47697 876560
42833 46349 892104
49868 40893 722922
26862 3740 704556
1992 7844 808242
26863 47230 590552
13392 33833 736135
9723 31773 192901
40072 23951 5825
48183 35076 956768
612 12075 851712
37142 8172 971668
20379 34114 307043
10508 26551 338118
32256 47596 121845
31058 42434 139266
34416 3326 871495
40410 21427 943023
42534 33757 610812
18955 22361 133500
40258 21417 293032
23864 4449 517013
19988 37931 65352
15589 16245 503480
12927 36550 615856
37014 12427 56365
13512 5730 384488
37459 20302 143460
21253 49960 19594
49782 23069 926529
9928 49297 912489
38050 41689 42968
35509 49680 483557
38852 24823 367594
43941 5846 350802
43544 25172 998638
37341 18381 355118
45180 26825 543449
7407 33227 302301
8020 19720 269004
1217 48059 777135
554 48653 106759
40388 7036 19006
5659 30079 564701
30884 11608 447415
25206 3821 188069
10174 22454 469926
23034 9822 439439
2039 40303 757497
49370 18491 990939
11098 14476 901637
48397 22736 682945
11824 32033 20148
12140 38674 295736
49646 9821 580191
25105 3396 98775
14928 50426 972139
27246 7916 433631
23104 11992 569172
37043 4446 813245
29404 37598 25050
29170 14158 371377
43044 9635 212276
31124 12017 34608
39754 21777 890382
50981 40849 131071
5499 5719 347889
3831 42203 351374
26670 34784 90635
11068 52192 212882
9886 27182 360703
7476 30576 819182
26420 11922 337448
2482 10071 405754
24244 26814 954387
35949 2631 819145
36858 41387 352168
28590 31986 804535
15142 51031 260823
51922 45674 388944
29347 41496 120296
21693 34756 521316
24920 20761 920824
48255 22955 331297
48949 25773 663428
7667 21300 865353
48312 49863 800188
5368 7574 857378
13774 33075 37232
47422 25567 599517
11907 18592 850678
29834 43739 932816
3151 31709 986270
15152 47490 91780
13114 37231 571915
42558 45894 354321
24763 33791 41134
8713 28438 859447
22440 37939 757957
29439 6364 142812
19568 44 215991
29364 18726 20840
31016 8695 78678
38263 15185 153575
28173 42241 325559
41592 10209 669073
5261 6565 164666
48408 22895 525434
24320 50818 804121
31676 26990 680175
18064 16871 838398
9225 20481 553178
25077 25036 525790
11369 5324 418286
37248 49711 373532
7553 31676 267197
11133 40066 466076
16405 19884 156807
2805 28620 594119
19910 27732 217415
50681 51477 369634
49335 37705 955753
7103 29013 936037
14007 38593 239717
48318 42520 620669
9050 14344 487104
20195 16984 188268
16461 22920 486171
18106 16210 482540
43165 28124 316341
264 39520 559748
5631 25609 519953
16903 38133 363333
51542 38122 36397
14889 5064 610671
50529 46887 583663
46992 2222 833616
45320 5821 35512
6261 39103 259919
52143 45156 458154
5226 31875 595761
48320 47058 397910
5585 39086 584051
21434 37143 748411
12726 16582 733368
48785 9283 51396
51720 27438 575120
9456 36990 799259
46345 26919 226443
18371 18667 170436
15073 11610 855067
38830 5898 271820
20274 39473 174087
10738 48693 266373
26630 22497 87387
24255 19788 23209
38654 17623 447808
165 29704 950039
2080 20860 564876
48637 16381 290204
17876 31929 441394
36094 49352 203389
32547 31463 437733
27479 37448 141991
21474 3647 245280
12419 37094 108960
29863 16607 212854
50279 47329 656700
2923 5717 223609
893 26096 579384
8750 14794 605542
29471 29912 208493
47637 31011 692692
39213 11531 994836
2592 17770 92258
35463 20954 362221
48438 9790 595770
40195 45173 875694
39748 16814 585330
38449 7422 35528
13661 12826 655405
40624 29729 963214
33531 22389 89048
43423 28773 840594
20512 7447 12976
41399 50636 892645
44342 49233 357282
17270 28058 201367
10217 20952 679676
47560 19415 643985
9544 41174 262131
51562 13891 664100
6510 19231 773320
33022 43280 794102
10114 2191 592606
2072 8954 557583
44559 12946 673098
47706 41998 416988
31421 32246 852548
37782 33674 76514
24240 8206 149025
47900 46678 910691
9415 38536 30223
37415 3467 8690
23104 26310 352578
9878 14788 536850
29505 17551 103780
27452 50987 423175
34325 4294 938666
10198 34412 108776
9386 39223 487048
17087 6701 782555
39977 27982 335796
40595 21631 360930
30507 5699 693950
29439 44183 260843
14624 51980 526956
37262 39735 11871
43645 33843 642838
33251 33837 141583
25033 4060 193075
10175 50985 301780
40495 41588 846558
48976 40494 80500
9479 31218 347622
43320 39250 33587
22156 9770 427755
43528 1936 435458
49224 38597 962599
45857 30142 251133
5321 13154 682203
51997 25430 767091
34418 31471 92524
42914 22238 139365
41240 30189 364135
9195 12387 649404
40916 18958 823113
47076 47823 993350
45131 23235 912877
14256 29501 18730
17556 30628 820097
12680 11774 168127
37404 7427 737186
10938 19211 570114
8797 19890 123351
43527 24157 239957
51062 91 814974
43853 29743 558292
16029 37495 432157
3519 12730 808093
31970 5769 718956
41300 1414 639814
30438 42368 220454
470 33263 415996
23172 18317 631151
43954 38920 286441
16547 36587 621517
2023 20814 9888
44372 22959 578299
26749 8073 765126
20020 41946 135850
2050 8903 564426
19200 46231 787612
21695 9739 837785
38651 4740 177118
31876 35309 130872
30856 1305 550133
2507 37375 6377
39983 32285 538917
12405 3356 138672
40142 51674 16379
4336 4794 305905
15505 27460 335115
30008 23043 435189
7294 41427 937288
47044 38955 318094
4858 18056 966339
41357 19770 346383
640 1745 651733
22711 33792 429353
10828 4157 634901
23576 32862 313339
27039 51515 788750
20266 306 449117
48682 17626 162468
15178 26710 823443
37076 36886 436198
18231 42040 407197
22754 12716 80631
6014 35160 514404
19145 41177 115679
6120 40585 77820
49002 20616 450940
48298 13530 251042
27738 22949 909852
14351 24905 667375
33132 38545 407754
49462 29550 162245
26446 34921 513102
40273 39882 893168
15326 48379 162869
50216 21586 625865
23249 1898 562089
46687 6704 347546
1794 11751 189368
50508 32453 693679
19226 34755 882184
28682 42990 868930
43569 42055 725628
35467 25753 66540
42059 14192 837780
50556 2155 570356
24318 14315 986844
47094 32614 81844
5258 41989 673949
27540 47067 391035
14934 13751 389357
37477 38091 38608
16694 15865 58345
20875 11122 404054
23692 40039 209489
848 44837 67802
40179 3165 784363
40656 29719 145228
37386 22352 793154
29225 52151 187646
52209 37728 854314
12936 3045 691590
34084 20557 949842
25561 899 226758
49763 43067 269757
41057 47534 13073
51772 28709 150769
42006 12132 417389
1811 23946 345105
24462 33278 48909
41439 40334 76614
49973 4416 851905
39939 18268 573584
16910 19228 314267
28438 4232 945714
5751 23833 549632
43332 20886 768456
18900 19322 625864
10814 29126 265085
1878 37952 194240
16468 31809 400739
24382 10329 560694
39103 34839 234619
4650 25510 328216
36537 51037 12383
12591 18063 520661
13282 24029 207804
41960 27896 413562
49913 29672 860684
10179 12437 539048
33909 17725 628839
23517 25491 202230
39999 29840 76124
2220 43109 253029
41116 46651 564512
36358 26251 874421
5510 28657 104954
26311 24543 39514
38870 230 124925
28757 45029 119042
23729 14260 734820
19043 703 662793
52028 37235 952124
22927 42107 185316
33905 17107 637460
50733 19343 331325
45900 1150 68042
4538 50325 288996
30910 9496 717837
52075 10747 199450
35324 3678 820280
17015 21034 588478
7345 36269 919225
14343 19308 974042
15782 32023 198742
6762 36752 136674
27625 35026 782685
24698 46657 267736
47110 9271 776904
17435 34803 883071
44021 18701 790593
49215 29586 820743
34575 16464 570495
42804 24696 42939
7736 27832 600338
19777 33152 3795
58 10691 696989
41307 31724 529715
7330 21349 604633
19847 5168 721150
49331 48497 184118
753 29461 665820
37232 24816 357197
26508 40534 569291
20595 19566 624472
20118 33238 277875
41973 35320 760593
39209 21976 262786
37091 33816 299884
44294 4218 120963
26070 18196 950788
46735 30438 347744
26305 28183 234014
2013 17702 666545
18041 31682 370787
41686 1894 800885
48375 4492 494503
9660 50131 281419
4450 48458 369688
46538 40984 144267
7567 30356 622334
10967 2798 571641
25879 4903 599855
4631 7723 969442
3215 48687 370018
39211 48418 107359
25905 39351 758457
33011 19486 632620
37234 18487 781696
31443 27194 542698
11010 35089 346391
30336 6224 472123
16598 46309 348124
22727 34960 101450
12381 31027 202287
12773 47887 533078
50697 34914 846264
46387 31763 431982
9946 40084 24633
3727 27956 971641
2848 43874 970238
17523 34955 812262
34607 43816 800933
14831 1835 399332
11696 26745 111473
4599 16895 709170
47064 27931 425755
49741 50401 749322
14264 40839 815130
51515 11283 627810
42575 27576 846802
10651 44176 26595
52134 693 101883
24866 18638 788351
26849 6144 621500
4219 26013 853864
47330 11442 307827
27114 11667 847754
14187 41710 192120
49654 18680 163784
13814 22525 724893
34953 29195 234668
44338 40167 247664
46197 4809 882624
6652 44891 778209
31935 18808 646767
15000 45537 339506
13491 44784 858449
40151 7524 22500
6689 7376 982603
12047 7525 183013
31256 29401 876327
491 7243 755015
4909 30171 236789
21483 25260 377185
35664 26503 920687
5273 22023 221618
27544 45756 950035
8052 33140 650743
28578 7146 601826
40829 34190 401878
44334 21533 192603
51126 39568 382090
47029 26716 542779
1680 35289 279034
39143 9045 939494
35080 51847 485037
30437 41267 265605
43443 15297 546750
1550 40473 846662
37389 15509 436836
47999 19253 663226
28803 43524 219302
3376 72 317774
35145 17799 912830
24681 25241 980868
9145 12103 836583
17688 2417 848308
667 40866 626721
36567 4576 852438
18643 27127 682195
12634 45464 562641
45618 123 147407
33293 51585 404976
17447 24222 916534
21747 2983 166927
17806 24655 700438
45124 44656 574720
3300 1514 92216
13144 44064 770951
886 44166 81310
46935 10274 778693
36419 44114 186767
9099 4407 435326
43832 20726 836881
40681 45691 433778
25631 29814 924457
18624 31996 744438
27447 17051 708457
2296 29878 29242
48386 35647 609344
61 38711 118230
48808 52030 259718
47608 42392 179085
52108 13681 971246
30665 48895 2968
21662 39942 862716
40196 48829 488032
35307 47510 755181
11947 19249 674011
886 39068 850477
15884 28881 974423
31120 13995 745453
8278 48413 73712
19280 23869 777466
17866 45891 786556
21284 50468 272890
7504 7302 750841
20030 3351 685767
34811 8422 928483
12556 2921 600260
27638 33552 185803
23653 41909 697346
27941 23202 163755
21695 18405 404286
3359 23373 636861
45827 984 880039
40424 22860 685116
24634 14985 941993
29628 37840 675678
18036 30459 945466
27495 31611 888755
1515 49020 983229
6774 52222 812233
8862 18034 646441
35066 23691 201587
24339 36355 922507
24149 2926 570029
35137 25213 227030
51163 20994 41954
15000 45993 628510
16648 18114 48594
50928 36167 654991
23642 26151 722491
22433 7571 329655
8971 18232 150675
23533 37278 537102
7886 26335 510564
41474 51203 321175
30425 36706 49226
44873 30760 708634
11902 38673 605598
27577 3215 875669
1124 2724 666936
5009 27264 675440
49095 1775 776510
32690 11296 623033
2372 5883 799737
28056 17490 789250
27242 48188 223510
14796 39597 291092
27319 16225 913648
32020 19084 677655
14793 4492 176359
45529 41020 302886
11775 31234 684668
4074 8849 52409
12057 44329 584013
24738 50272 210396
22259 5075 967805
3211 1149 160427
12900 48 839261
41549 21017 446361
38549 12481 786688
19647 29808 877017
28946 23044 944551
25945 24555 823931
40103 9015 779307
