35843 74822
11879 7783 543523
9634 11337 441317
10253 10776 757933
10326 1222 8161
15712 15205 885424
7558 31199 781567
19584 20812 412118
23548 33962 265400
19175 123 771695
31962 14773 573433
17696 27309 288967
1969 1692 646625
32437 2811 512837
4225 29540 176437
32431 34988 56936
4933 4249 695067
5178 25813 697145
2559 14431 773174
19198 4466 220726
32345 33145 869301
21279 27459 232435
5630 34543 925384
5352 32849 503151
29348 30479 459109
9364 19508 665424
20271 17521 392646
13724 15221 806550
26285 7968 545281
34189 11949 995643
13251 22281 349914
23236 13203 726468
21991 28408 928687
21871 13769 577962
25480 2599 447333
27292 29645 375932
6030 506 104477
5754 25959 651544
5756 21009 985524
16134 18245 902951
29407 26655 238235
20404 35062 128908
13097 21362 902625
30164 2625 202736
7603 20365 430878
19601 5865 875065
34789 6607 610889
18630 806 9992
6789 14685 837327
245 4101 915796
10635 22370 763940
25694 5865 520864
7730 7301 845439
22535 32859 298341
15847 6792 663112
28446 7732 526876
29070 21896 659715
4351 1443 317
17893 11694 681678
4278 33225 309998
5276 4268 21118
8850 14540 250261
15609 10999 303651
30534 25629 369104
8311 9766 464613
912 9099 235936
17062 18508 312641
12125 18821 184707
3478 11728 637649
17812 2634 123604
13914 3942 482828
17345 12860 956019
6541 34016 324972
17044 21206 357276
3828 2641 36852
22045 22720 352122
29400 4010 367252
8676 5372 8702
6403 23365 108399
21192 11401 21300
2729 21958 411697
22278 12734 622850
29126 785 82455
2290 34489 206275
27397 4638 152532
26264 22356 113379
35220 5462 963003
1902 22627 573190
9136 27237 902086
25509 20092 673649
29458 3529 142955
16242 1884 719040
13819 3107 516449
35654 33275 428001
24007 5255 588125
9072 28333 515328
2339 16452 229029
12458 20047 71296
23428 18512 735908
23847 19333 618558
3744 1393 900710
8140 23855 459980
19554 1170 919022
16087 28848 712595
29324 33443 450372
19620 22598 753684
7463 13422 343120
7122 9274 804792
16615 15838 357772
22925 19620 675750
25438 34271 341557
15633 30790 470846
13208 21927 306566
626 31877 150290
29418 25241 164723
7529 34297 494956
14604 32882 932634
4456 29045 74470
27047 20856 644509
29786 35045 159898
32810 31224 216599
10667 35507 137731
1462 24196 703315
2999 22180 724537
6472 21094 115650
22879 8530 650108
15112 342 462666
30494 29503 358267
4289 8759 7049
3237 14540 16755
29234 3916 122122
28411 25924 904939
7764 6743 8044
27306 21824 255710
23846 15233 154473
9066 31310 259056
18954 8736 634209
15584 32290 130771
5921 13322 993452
34130 34479 548143
28932 28370 401700
26799 34174 62480
6534 32490 492718
23967 3103 684475
35608 19656 415707
8049 2755 829646
30992 17612 540495
10103 33121 446263
32356 1390 962380
24348 6021 229461
22887 30990 970677
31891 18183 672057
30000 564 314622
16386 24390 182056
17923 6280 799899
15198 27252 568654
26397 11805 607330
31203 30601 617105
30329 26693 176064
20060 20768 875972
21139 13595 770772
12788 7252 286158
20355 14127 800879
29694 23036 955232
9027 5036 311386
20442 28729 181904
14570 1593 487295
27645 3326 723937
20454 12487 198456
26151 18834 700211
6000 18126 529879
32495 19803 186427
12964 23679 846475
7701 25060 936884
12787 190 930533
22733 21087 59696
32463 2242 241994
8748 226 834769
30969 25911 568593
10572 4151 648886
1763 1750 13323
13359 15307 407041
1683 7663 89333
5689 21976 639452
19175 31167 292761
25518 2169 380625
8621 6021 890241
26939 22888 492659
34427 13697 517559
16607 29104 972454
16244 8040 687224
3557 17237 938676
20415 7373 315060
23238 9761 963718
21697 28461 368171
3344 17898 133112
22244 7099 81267
18318 2765 323991
2076 24705 750518
35244 20827 566814
5752 34881 92120
2492 23002 32717
17588 20178 615666
21507 18940 58824
928 3049 618574
9262 34275 562887
10467 32121 550242
32100 30854 315483
2467 32313 817123
19784 29365 716301
14984 2996 453124
2757 22273 225192
22904 19743 520500
4166 5534 184111
17348 25978 306641
22486 35217 795666
8760 27695 19553
5330 1889 797763
30923 9778 199701
19735 11123 728919
13189 11721 431385
3097 23492 407075
16271 24154 324333
25975 30859 594670
16665 24086 342145
22477 13997 136067
28405 27980 940707
31951 1571 995988
29837 16935 521971
6931 21115 947352
34717 26383 567705
9258 33838 518189
16520 10897 884143
7218 29561 530009
28623 8724 631766
35369 28519 937161
7045 20171 749922
23319 13298 287191
6065 25649 106708
11444 2559 336002
32276 2347 900212
16281 8596 540641
32714 27157 844922
25725 17381 743498
15460 14684 349688
14508 28538 939438
29406 5735 280765
24218 25226 962126
27247 33494 787967
24989 24686 385956
22272 18700 740963
20485 33232 605529
3443 14137 372848
17688 31366 557204
31772 34429 609203
22296 11046 80113
11429 12470 77124
7310 11538 53817
20001 1139 152573
21508 9971 712768
32809 1835 890317
23812 32151 381050
5020 33865 139909
34456 9010 121515
4550 30528 557454
21729 13165 595713
23744 33660 859630
14005 25242 504665
33317 3562 699359
24870 15578 249366
518 32699 982385
18680 7916 581585
21535 35642 27880
10442 20310 123993
24432 5347 549750
2878 7144 674945
25064 27915 721112
31849 17130 527085
27740 1120 590626
860 34180 791109
10513 31957 823117
1921 28295 226526
7869 6884 65467
30761 12462 107243
2761 35216 362920
32192 936 203234
26543 7307 411035
10511 34797 485770
35395 511 282557
21796 33900 373840
23284 26679 115353
27870 26552 528188
11716 33012 62698
3919 27177 578688
13692 26675 918183
4997 15545 405791
15882 33045 957336
35463 31791 835705
14627 5091 330441
676 17242 880834
10327 22580 174041
10293 7772 208744
26549 28698 624403
13137 28141 374319
5539 29990 299798
25178 9063 566428
1950 9779 114696
17715 9299 507056
25540 20626 241518
14871 10354 535081
13093 10602 335418
14524 23969 687492
29277 23166 627137
16430 13921 698137
13595 22893 582055
9345 26563 942963
15714 541 886617
8029 19429 8113
32530 22006 555748
8567 2228 385990
17036 8747 44363
21506 31150 125087
11873 20182 20332
21919 22092 319236
14772 4565 117308
3189 21790 176689
23509 31137 888672
21933 27382 1274
18354 27335 301787
11663 27846 585720
2628 14175 27650
3139 23820 418805
11688 19106 742490
19600 7125 698867
11063 10863 48700
27791 21403 626328
25256 8619 33461
13912 4737 639441
27370 18267 571638
23952 17084 992352
15277 19432 122735
30281 30905 323763
15915 21356 666503
10459 130 326301
9076 820 528835
8687 12788 587011
25087 35662 15922
27780 13165 712166
12821 34825 848344
26302 12116 663353
12525 27334 505935
430 32898 842394
6141 35788 528645
26210 7773 433607
12608 28425 392787
17410 29394 532672
7184 14057 119940
635 23956 415673
1786 22492 216181
10614 31598 692913
7283 5262 314877
11574 29130 721215
34255 13748 650984
23956 15781 632721
8944 30612 771837
18170 21847 366229
3080 6214 803348
28372 3403 972005
33298 21447 975106
19848 27238 731241
24948 2783 418178
3550 5496 400507
1317 34183 272219
706 16416 83954
22584 4067 260944
25837 21877 177187
15772 11712 765199
16820 15556 64414
22624 7939 431053
339 29133 472453
10023 27932 108655
5469 24299 285832
20531 22024 286736
27323 26813 286954
22019 26688 623496
30709 7061 372393
28289 35446 160993
17505 1866 368130
4294 12375 404525
32421 30595 156267
34062 30235 402264
4099 15390 540896
18195 5381 951854
22287 31040 87139
9854 2692 475782
32775 32994 546182
17127 3966 145692
31366 21112 114320
3386 3981 450387
20094 8496 410706
13788 28577 357055
31701 29023 204351
25196 6458 365519
1848 19785 488082
22568 26964 270956
8025 7304 638660
31041 14035 577800
10215 19036 854640
26174 9503 968913
5476 2323 540123
20514 31049 686045
4409 29838 464878
20533 28124 825550
34168 12383 350581
21311 9152 309734
20151 32612 407494
8359 32757 769933
18468 29930 12766
8065 9387 72799
17740 7178 427571
25528 2720 827027
33254 30575 439935
19837 10408 308780
35016 30975 13724
19735 24532 611418
26 20854 854960
34968 27406 750403
164 20450 736196
2817 22121 434065
1990 13787 655261
7571 13826 563257
18365 14468 79528
8635 12 821849
19750 18378 721926
19266 7377 933704
13634 32954 204166
22835 13550 61947
32284 34175 303294
33402 9408 205833
27148 20294 3068
31817 15651 140982
11839 2334 762506
17289 23007 733436
1994 33026 489805
21641 7521 153753
5948 3968 401921
22288 34457 735187
27012 20921 352288
24189 15445 469096
6698 14297 670262
25543 34092 123100
10570 5449 827089
34800 27148 814418
31020 30063 745251
23672 7610 971273
21348 22065 842552
34386 1965 802296
24480 1318 82371
25201 14868 580701
1529 26156 775652
31127 24497 662937
1569 3583 251789
9446 29003 368072
8253 33800 768330
3913 28477 698895
19623 21445 869785
26589 26403 959456
21088 24484 609779
10267 7918 360399
16116 20843 258875
19558 21844 938719
9474 18392 300839
18637 21788 939366
15150 28878 250121
5340 4324 441722
4649 32280 920639
5655 1576 476727
6743 29437 193756
13856 20099 863829
10451 23959 704074
29021 10461 112280
29746 6198 429954
13806 29709 579619
7472 6203 49693
25967 1354 382532
19645 9576 618738
18673 23570 191615
18568 26168 101425
22757 14483 43624
14665 15037 124744
21666 23831 538574
16330 26234 671246
15 20724 752113
19763 34347 231278
20748 19405 939850
9119 18969 649059
18298 4755 454311
23254 16988 133822
1252 17957 30501
24627 3134 248784
33336 16855 76849
25359 209 973313
8954 5903 964886
25448 23265 903606
14929 27740 517878
9448 609 414732
12326 26363 85044
16239 30264 259022
34339 17386 208803
14957 21367 285251
25040 25992 819207
16978 21504 378164
12874 35591 288589
33335 23146 943383
3499 14065 56672
16557 28075 151291
27069 19656 174155
26415 28651 394106
1664 27868 591352
4805 19232 85510
16029 12125 801035
19155 34443 988690
1547 17472 48309
22761 14893 303336
29353 31987 814006
31648 6272 711611
29688 15488 967133
6638 3049 984488
12433 12058 314864
13706 9415 166729
13700 29500 522272
35789 14545 7949
24516 16698 141897
27965 13158 192798
28156 10689 818144
34802 26140 247872
25306 15557 329991
10407 21585 183106
6027 21937 616644
29418 15151 363446
16460 27295 364269
17812 23446 32436
30620 29448 793330
30177 3056 56811
32764 11133 208393
1501 6676 660013
8128 2186 826581
15188 14520 113872
4127 33608 44302
2340 1288 498014
7433 2171 323185
35264 18406 821341
27724 18719 28453
23933 20583 373510
9404 8077 339097
26850 32240 211265
25448 23830 105111
16620 19464 75456
13791 25445 174006
16532 29866 419210
13705 6627 623854
22131 15845 336127
13531 8834 84710
13399 21476 886957
31015 7848 675571
2845 7627 876147
15433 29421 398505
10705 29597 189195
13919 29944 960571
12231 23372 209431
28066 9152 112660
14401 32988 190548
13317 18370 69433
11917 20195 305838
24643 5239 376748
7731 3170 561853
21555 20742 242177
9526 14852 774169
18962 26617 360940
14354 10455 111993
7074 11595 110939
29052 12524 719014
10040 3692 539411
23035 22569 858673
21309 21834 277123
21544 24158 636002
35734 11096 114228
9550 8566 744797
17371 3795 50613
30902 4063 374314
9343 20112 413247
10757 24325 119178
12962 23561 585203
32721 21114 670028
12879 21766 233115
16744 16717 99255
22783 15554 465287
19249 8793 324916
2054 19953 70923
12208 382 904781
33757 28619 463381
26160 23733 67121
14770 12828 624725
22283 5650 803630
9502 29114 343190
5090 20302 36573
30666 3808 854420
12918 31832 64117
21022 23628 537428
6681 15972 980885
23695 18166 506550
10527 24352 841872
32458 20220 192983
15058 32733 971857
19216 11316 456712
30394 18321 91388
21925 26417 338990
8096 35053 854136
13128 10627 871626
20086 27987 558885
26129 16672 176602
35573 7151 608858
30418 27684 187195
30057 24136 839529
23697 3709 94368
25871 29076 595536
32114 543 596619
7090 29552 618828
1705 33677 393657
16402 32569 920038
33332 14112 785550
20365 9423 11382
4018 33979 230575
23149 134 297808
12338 28531 393040
16338 16973 135189
25424 31461 213190
9450 26217 313029
32187 29937 773958
9125 19149 717314
10858 34722 644348
16143 15187 467568
11633 33447 880318
22479 7150 312200
28692 16316 612026
16727 18263 958509
20745 15379 844258
9467 25265 285898
32325 2115 637022
7479 4718 742496
27842 18226 687552
35107 28427 905452
13011 8329 756382
31857 4083 229888
3133 12447 537121
18448 7410 138676
29005 11683 209674
35064 11700 851918
23076 4574 262479
30247 3805 295812
27021 30933 227024
19197 22696 739340
25676 12149 552465
9798 31683 815598
27724 31351 267366
33075 31188 851476
25589 13269 439765
34213 33980 269339
12633 53 317592
4898 25310 169631
1701 28660 993798
20031 11404 269896
32302 11800 147327
25462 35548 413859
14261 35310 722654
16053 1355 741400
29544 24674 635063
18794 11264 267033
11968 16106 101004
12512 29704 679565
16999 4402 603165
30804 27129 131937
10529 22588 277281
15276 28640 924488
3917 29526 190455
28684 2199 918292
13609 25422 364447
636 6257 207883
25271 4573 918374
27776 3517 782251
22013 9988 548152
31008 20083 437862
20821 32238 135836
16748 13642 677629
7989 10495 376139
4220 26400 268718
1647 23138 604312
34218 19287 602758
8535 7232 743567
17950 371 341829
20040 26108 133332
18394 20197 236679
24660 5136 683636
29775 24845 169531
24737 2900 259291
30260 2303 59517
18051 34068 224349
34508 23403 230175
24469 24385 554064
25560 21486 345656
11630 24426 886777
20537 10086 255795
29100 14386 920768
8225 10874 236063
7109 18647 213654
6444 23982 341571
8691 4451 653203
19282 3923 888452
20364 2042 82156
7440 24420 445383
8055 22460 694518
19974 7233 896614
10674 11590 789033
18296 31656 26319
3542 25541 97232
31970 3755 915726
2171 21908 660987
10318 585 448602
1911 20472 116857
18075 16217 736672
16062 11641 596698
30587 11115 855943
14805 22304 936132
19868 6852 513352
31516 32062 194651
35292 9936 355096
10778 26320 240000
3362 26160 474581
7777 32822 572350
34418 16116 286921
19926 22260 878526
34739 19228 700791
4023 6723 457741
34388 34662 945386
27868 17059 548926
7517 33298 878544
2323 4666 267989
26495 21952 853561
15882 35241 223477
10206 14491 294142
26300 13101 433718
30347 3141 195078
12835 6204 293391
15618 18818 896808
29209 29162 18874
2242 9594 356300
1455 34884 966293
34676 24289 424794
19284 13133 199588
17008 7237 244317
20878 7434 125895
5087 22390 284575
35139 17715 342294
30348 7577 978863
35661 15100 604807
11317 2279 796085
7791 12737 324408
12812 6166 675370
22736 31746 429964
33552 14622 880531
15001 4792 499990
18550 500 715013
16577 14078 52179
35652 15188 442604
30089 5380 481015
7871 17615 738577
12955 680 19351
31756 17077 437394
3997 3098 347793
983 21819 102394
6897 4405 926307
18682 4488 629486
4329 34852 311071
23415 13704 482418
23605 4068 148282
17819 26131 184209
15831 34496 508735
29128 23462 684660
7573 19641 49498
16448 4653 705927
18474 14011 706668
29064 19703 341276
18663 18806 630275
32810 30414 734373
10225 11002 263162
17308 27966 767346
9095 11114 881717
4454 19353 298270
14679 11913 231327
22611 1682 106574
32761 11242 336188
11333 34478 886691
34815 10644 660887
30896 29008 650245
8062 32201 64769
19869 10144 398501
4761 3481 980230
34959 22165 485030
64 32320 61391
14417 34944 168381
13720 34675 748184
23320 24583 881898
25692 5105 832696
28927 3000 442031
8050 16500 212746
31337 27140 14953
11307 25550 255607
29029 16679 887648
4020 28164 903282
27418 28950 756737
35365 33939 97406
33158 12917 949305
28982 10672 318710
239 4001 322355
10446 303 182175
26837 28291 678775
23185 26919 210773
18746 809 588385
13729 14733 676942
20739 9939 639888
34643 33562 578171
12789 21299 367283
24992 6807 856891
6475 5400 280725
35408 8701 684594
10958 19173 675803
32268 32886 403074
18139 24902 86412
16661 21762 938486
11980 11685 873949
17065 1642 269705
2131 28481 123255
16060 19947 178816
23537 17967 612530
12058 2604 172639
9878 9872 453492
2752 31991 348528
28875 25864 364686
30631 388 84107
18315 29949 164829
9512 34587 282372
30213 35377 888862
2493 19564 954584
5803 12899 381070
16029 20054 791832
13077 34705 847664
21904 27303 740057
28247 6940 838173
12295 35445 743429
20138 7815 114623
12256 17244 132401
12314 6974 419536
28279 15675 486678
8456 7331 775606
6301 15194 891976
20708 3341 970044
23076 14762 596155
27763 19957 879055
8607 14372 898479
28586 33609 51943
12763 14944 884452
29418 23989 287443
29828 7141 226612
8682 30286 577047
16087 11572 671905
28168 3683 922273
7323 25322 155988
24202 9107 812033
4547 4600 427031
31957 32326 415323
1679 17889 182710
25603 12648 416175
22520 24701 423814
4425 13157 62328
25346 25367 32970
9056 11761 948911
8904 21298 79882
28885 11890 902259
1375 17599 251725
10656 7699 262570
2686 5342 309995
32029 35184 438768
23987 20631 19715
9091 22574 895420
6350 29868 897631
10812 14516 180557
6073 20956 691356
23620 15361 455621
16357 17327 663583
18257 20246 758694
7349 788 671244
485 30575 92080
18975 21215 368750
12082 33163 500654
17129 21628 415655
34411 20947 996522
14103 380 208974
21568 3291 610124
2304 22584 43101
21741 24946 6229
9792 23776 961288
33375 13029 139224
35087 6665 857497
2899 13868 252904
29209 16778 955623
10268 25352 39736
18423 32773 886079
16478 12638 778386
34105 21378 616196
6994 20354 194220
12316 9220 985258
15415 14367 619639
29967 3763 886745
14754 15747 871402
7398 4661 832775
3690 32028 627078
12047 11549 700626
5533 5559 426123
30350 14885 663902
4619 17595 558090
13457 25496 240775
8812 32068 930738
2903 1013 587223
29013 23129 259330
34677 28049 601879
30230 34525 165147
14674 34970 831798
19891 1585 648595
18354 29837 591148
25420 13877 645664
6567 5014 992283
33952 1249 232441
2183 5727 517354
31714 16972 452208
35256 21263 315083
5547 34915 818104
3767 29469 596251
32775 5842 88235
14193 24528 151044
6730 14660 794720
12562 31613 352920
31774 1143 736992
6745 13597 232479
4779 13571 436637
34815 3925 305057
35244 27034 436259
20423 9267 96725
28672 29006 607854
11267 33518 981714
16171 3583 693989
2416 24311 169022
27125 20432 599175
32361 35010 106525
20229 32929 451978
35343 32880 249881
27911 3382 855830
17826 9132 269490
30458 35613 952731
7724 12833 867879
6174 2859 351002
26537 31997 614678
3109 24193 658051
24036 18356 91584
34871 23524 96714
10095 29425 347616
31794 11118 18521
15248 11122 807692
614 25951 684332
10713 20141 218424
10071 5757 13975
24445 15654 644783
22661 12922 630144
17006 17585 602049
22293 8260 737529
22264 33837 824900
14978 22162 41597
6141 15153 337531
765 24955 890308
1675 13583 632925
26115 5770 904729
20636 11885 795678
28338 16498 960895
11423 11469 667941
1101 6479 549051
11567 15280 225277
12657 32634 803564
115 724 798817
1761 27009 179818
15679 17070 8259
33422 2553 35050
32212 19109 905798
1555 33208 492068
2708 33957 7384
14694 16347 327308
18598 25660 38165
25344 2604 433071
31877 26484 882529
2348 30292 918360
2018 8690 445249
26523 9686 39227
12373 18073 743316
1732 14452 410668
26270 23382 355089
15712 2489 766034
25981 5228 870947
7881 4865 667821
8877 8928 231365
32424 26169 665302
33763 9074 498470
7607 3245 783162
7064 29567 722769
12106 14797 921916
25301 20097 570863
25332 23939 887677
9527 27747 978681
25207 32022 950991
35473 29417 505229
18637 14379 296519
34071 27700 563986
2565 17892 809424
2700 20769 844051
33343 21540 366674
8370 28521 671738
22976 3959 145646
5588 11692 617170
24273 30664 587978
34813 14225 68866
15565 21093 992703
13793 24492 208386
10300 12177 720286
22029 29980 280153
3185 13117 47356
4039 16776 61120
3847 31472 677181
29693 20562 957802
1045 6843 28036
4743 28316 606900
1586 20921 580943
20727 32041 248041
6754 33452 737988
35460 29907 77340
17295 2094 405480
33611 3871 613539
12854 31430 229030
8898 11692 666632
27400 10132 977463
12009 13040 139690
7563 19604 216046
17675 8345 104986
19469 18056 170598
21656 13141 857579
6209 28247 137973
932 2913 773623
22704 210 143322
12532 27922 655334
35229 34646 803554
24875 5530 700646
28069 11371 51289
22256 29362 774401
6594 20786 156243
6067 17950 981124
20501 1302 941565
18925 4998 438902
3089 33522 509744
1354 12409 246720
17893 2848 452927
29605 5225 341418
14767 24176 735137
13785 15012 560973
28575 6201 294039
17857 125 13670
15603 16033 326203
30247 17567 695769
28299 2554 712492
31841 18919 506549
8961 19707 131090
9999 24097 151829
33290 21877 986739
1541 29944 733740
19036 30970 961335
9777 30030 429376
7413 5776 736085
29156 5262 238852
10951 11142 457757
5050 12370 701977
3949 32811 928521
22313 13408 823021
28922 31021 897695
9365 18075 964321
10163 31569 695248
22937 30825 429272
411 18919 716933
26879 2491 3534
14928 8251 578907
17339 3329 505191
18688 4115 262686
29754 24413 901340
23193 35216 212354
32348 18483 570559
31764 16243 148920
2857 20821 657416
17591 23559 489753
15003 18701 262914
28857 6484 45296
4270 31780 508303
1780 6075 256284
16841 27613 155616
8534 23584 321883
21992 23137 783433
6418 17317 736650
30790 9529 181512
20904 7524 862659
28239 1798 244054
31928 18591 856498
2253 29129 238874
14018 29323 661477
19610 31846 393567
13028 12483 533640
11303 26628 881214
26161 22999 841519
22558 2398 715293
34423 24000 122627
6821 32150 361592
2444 7272 608009
16280 35588 16928
19651 17728 533520
5419 10071 632521
14625 6558 538612
29826 32593 852634
18916 182 973027
15955 9929 914517
6669 9669 860380
4904 380 898083
25176 7844 127680
9878 33823 935177
970 5633 316426
33238 13320 794581
3149 20288 193608
10311 15381 594123
5510 8072 804867
1149 20352 530681
30661 34995 730847
31273 17218 939272
30567 9280 127763
30728 14738 763042
1819 6513 570554
28017 3766 507302
3626 17341 62315
9311 6925 165632
2063 26748 443099
26348 475 688599
9980 4502 511358
11382 12554 902342
15343 1620 235399
8589 30149 303498
35398 16267 699150
5518 28499 75634
32580 31760 864905
143 19179 541733
21185 792 696023
34102 17047 961680
6188 4191 711540
3285 14998 537527
21048 11531 202153
21734 14779 443409
1680 7370 466202
33483 5919 840319
6018 14844 195593
27321 7379 31723
33216 2311 603651
8036 19639 921304
17957 15462 925118
7835 26411 208970
11352 5166 166239
26826 8258 188237
5213 14194 240877
14053 18052 776928
34199 28854 444982
2894 19389 570916
15123 21644 510923
20676 28341 867868
31069 26989 137985
19430 15777 426777
31055 34734 275378
22076 29270 947609
8640 6370 120338
7103 4895 336512
18071 9163 307782
5149 35181 802540
4786 4066 451259
22161 13870 703385
32261 32299 369659
33717 4206 240399
10386 9937 838842
29071 8401 297829
11250 34157 238999
21261 14031 181477
14468 24431 871814
16839 12572 31257
27102 7337 84594
6470 32241 258670
28200 25639 973828
22130 968 940181
30223 9661 18703
22130 19096 61687
23423 29391 228426
30252 28210 813240
14148 33517 217788
8447 17599 506337
20326 2191 436444
24157 22965 310625
4000 1475 423487
3341 28302 229771
11819 13084 578825
20547 5526 843537
25084 14110 882309
321 20467 3091
28793 23601 975478
9022 13676 899007
33869 32721 642167
25305 689 19896
23343 9346 653912
8234 12563 247
286 29870 677232
29634 32808 723912
470 25821 836311
2686 8454 359823
19766 26337 718539
29313 27495 497064
6128 6217 126868
7620 7199 921992
8320 34897 309798
15258 25703 245242
9362 8925 894901
25832 13744 64546
33398 20195 524898
6985 17324 782191
18267 20044 892991
28072 2945 698614
31223 16749 510466
9778 28380 641256
35733 25220 602667
15058 11733 82121
26551 14151 846658
6654 31435 524005
20589 12803 423224
21232 11986 297143
19504 29751 59942
27622 13528 394869
4031 25629 83133
29399 26852 881575
7565 29087 195993
14262 16499 605460
6716 15564 491749
32745 15400 380397
502 30855 802421
35758 10465 824092
1393 7736 674109
14613 13609 516448
35791 15562 283809
18024 1833 270170
17103 14913 547429
33811 24408 4052
4565 34425 398825
26293 15502 721934
4517 418 532077
28996 19778 369805
30196 19096 88027
19635 8414 639535
34065 8273 374943
27999 8676 659663
5405 5910 376639
25377 12482 809343
9786 20813 25970
8113 26485 87404
3600 11006 46168
9070 35230 440891
2993 17225 820491
5627 9618 296284
29527 29815 360057
16806 1718 272761
19198 35468 528820
7678 15825 737807
22442 33101 306656
30538 13674 304691
11863 10407 255147
16150 8544 392707
31911 32879 331743
33557 8368 170810
21825 22461 899912
22554 11032 566321
24672 16678 596997
29112 17745 362165
4486 6815 9649
32495 21410 604753
27739 30111 972300
21398 23469 931719
34994 8406 272835
34455 14474 479303
1618 15895 320869
25665 30672 910161
21356 24732 850659
29579 32893 145394
13538 35202 97611
16190 864 738407
13261 5899 54259
30192 14360 609349
6494 17673 921756
5794 20052 7853
34447 29455 255140
17554 9831 464647
19208 4497 116395
24562 34321 474765
12989 28568 874865
33584 25231 844690
12280 1328 121431
9231 521 370628
19105 21007 202902
17154 13143 840169
34112 9996 412019
767 24389 786384
26410 26101 133392
32776 8515 146977
27316 7872 531908
31411 13228 152910
19949 32309 652198
16536 23089 379120
11446 32200 993832
17181 24229 61640
7194 29786 712916
12375 18653 382344
18248 1502 923562
24729 12561 995026
24254 26870 794643
21623 9771 398375
19918 4355 369885
28796 22955 186157
20253 28688 134724
24770 2723 823948
16911 13633 606731
29959 29231 466640
12402 6349 115894
28733 31980 375249
12607 7457 827727
11617 19526 181191
27939 9139 214233
4807 6091 875468
18332 30388 230408
20915 29579 135140
24583 28404 666195
12796 12012 713989
33298 5520 451449
3504 27501 716073
15795 4641 701152
8157 20532 935733
6884 24599 715655
19956 33119 631131
21493 29100 111530
2427 14172 203671
22474 22994 584178
34366 20823 710070
