90489 12511
15052 27500 725353
52041 55701 16113
13712 60449 929658
86648 66686 45353
80715 39470 787849
2656 27104 274715
5502 90358 491690
21797 21875 171148
63312 12639 749779
65490 11763 14696
45514 30233 270099
53668 52507 717525
25923 76296 573035
76227 64993 652364
6003 42699 957571
31406 69225 137482
39509 18166 634656
44027 35169 73269
24244 40071 73559
25024 37614 398002
89206 51699 648570
7384 61872 210986
58383 16695 574889
70694 87713 809281
21441 50787 812715
14491 62780 230135
16648 90388 320901
56361 54119 555165
63124 32830 975934
23547 62128 102294
84975 11846 30639
62714 43052 877268
3269 17611 383004
74538 32571 543732
3608 29371 210651
86710 71678 598324
64463 73690 704308
15197 66147 558165
64747 15234 197685
2229 76862 671480
6392 9484 76887
57122 11343 546121
10778 10812 216239
48454 75817 902337
81466 13557 657054
77963 34313 496457
61258 36173 797442
62342 47171 735600
49553 16378 212120
2884 74500 845047
40296 61386 809151
30447 87989 927791
23158 18610 384094
85838 89926 460298
68911 38986 578321
74175 27449 340482
65688 49103 754768
68564 80086 779665
73772 46212 842074
63924 67212 143012
66219 42514 928203
54812 66169 475183
88284 46809 928791
30547 85793 250955
46132 60309 693701
21508 26596 746446
22816 62219 263549
86477 53714 942402
86439 20257 388260
45533 67175 938272
84452 74845 241423
27963 35322 866414
6327 52973 746823
34383 8665 379009
16918 4689 378463
22330 76156 34613
3899 29570 418813
2034 5463 421475
77751 38876 86807
39721 43640 353096
77425 609 258578
6112 37445 237931
55891 22555 954951
20526 21786 822594
56919 28527 735289
7568 11296 789936
429 85432 389185
53961 83851 569435
11764 3304 810347
76172 23797 286158
9197 68552 771921
16123 81286 994861
84373 71414 306494
25550 39898 422559
65519 57107 203638
1521 43906 641229
13288 22622 984867
45760 59792 209450
14734 28466 784554
49543 5281 74412
10711 76277 225093
72145 3660 9811
76635 69919 164399
81045 20850 317108
27411 34122 328214
48874 43081 151476
47303 84206 541452
45792 69509 354406
12975 30575 894678
80798 27306 489961
68991 7758 27278
8830 36565 495143
63624 87920 659677
8467 89316 403694
28861 61253 689736
66142 58052 689277
13185 60446 889016
45758 7796 948201
60318 63612 41329
43382 29817 520653
35190 9863 631107
27129 44269 280143
2567 44731 553834
76712 67513 50896
22328 35616 152660
71328 85458 645509
10530 73523 580221
14325 46322 871529
70376 20587 23251
43555 87808 538921
26706 66234 243782
40135 87507 591367
7561 18501 417000
84812 51756 491234
48177 66268 640131
59566 54952 341116
46521 86041 530053
54812 85549 879540
83269 75448 82870
68998 19359 83428
735 33684 730113
79395 11017 102645
40362 61377 264013
58580 69794 641498
19545 74663 484484
66468 33718 623338
36449 906 567930
35515 39082 12521
22421 3318 786105
32619 81636 451816
3312 85484 651850
69396 12783 237972
6025 18943 22557
18900 28790 663287
4529 23602 356624
42575 13912 382197
5040 62494 551332
16951 24873 499692
48116 43761 734922
43466 65072 900612
53374 14845 800823
56347 55287 447609
54717 21888 121409
82440 71007 980666
80136 36843 816617
39918 38941 729611
37418 5717 111094
66350 25055 175351
42942 74314 18409
51406 55346 664446
73842 76839 261098
33309 82293 632460
64028 57926 387421
83008 80122 306032
1344 81861 765203
22798 80229 651531
38269 44721 64226
17115 68670 148672
61086 24466 299372
5376 8344 186136
51268 34058 696995
12657 9739 611128
62538 45035 179465
88307 14615 998717
13344 80982 937337
77876 26599 253592
72154 27458 649215
37881 26444 849961
52621 13914 574251
70478 87342 645450
51471 48735 817111
70115 81497 965187
76404 57278 598276
62346 1443 623949
40300 85643 278199
76030 57643 71259
61293 48782 314068
63079 39875 142349
35633 23408 832159
79094 14452 445870
70515 45659 550519
58136 76701 315104
67024 8245 297283
40653 90396 125950
4139 60238 546500
44670 11234 443772
47307 39534 133354
87782 30640 870783
25651 12562 327665
49402 23805 591311
51912 61417 45738
29805 19937 908373
16515 41319 376030
31629 28367 812172
40509 56577 883509
53109 43142 254080
47245 63903 485116
58705 24217 782998
82235 70130 493698
36475 9078 138888
20423 69146 533723
59203 34784 332504
82363 19738 209867
35104 41945 309816
26779 446 946752
67641 6794 461352
27205 41597 311301
29645 33163 114480
87353 6302 708411
67303 6637 754786
41482 77950 361111
20733 23652 128025
10397 17549 67717
11044 905 768295
4360 54913 298704
49075 33518 259184
13171 58490 394171
74030 71770 99397
88348 55697 303797
53420 82967 963289
61057 72194 584091
65167 44308 915293
749 22492 728560
80578 79986 815523
77200 66291 594727
61934 60538 101420
84222 23150 93681
43902 61564 150460
15913 14241 591094
21821 51511 441325
12925 88565 129980
59181 503 946035
10855 23672 509119
47946 15144 119165
50846 73949 616479
54031 83173 102822
22595 31818 215680
49870 62941 382846
76830 8999 467357
22287 50031 427728
30810 11513 306827
4819 50229 362682
24737 3896 753028
65296 8719 120208
32429 64647 64064
49582 35301 449682
5456 69147 830786
65872 46766 178466
87614 5016 610363
87587 22019 90295
58213 38222 914736
73707 32131 380625
10246 50521 618148
28586 17793 553707
23153 49589 793027
71144 78378 804253
10724 5800 546425
77238 40358 667763
90153 9277 274356
82303 16781 148077
11500 71564 852805
77741 15517 179742
67416 58544 245961
49938 37063 281893
23517 74383 93496
21450 53955 420951
73042 13946 978970
58867 65039 299951
28969 82990 417545
60107 34562 399096
65476 11580 473244
22569 32070 133015
38054 46114 78738
1259 32568 482873
29766 78982 734139
28369 23503 789251
23034 8382 701990
75505 78479 520790
11599 35173 533761
3470 88075 193984
85365 74913 562118
86617 78766 966963
2522 49624 848996
18155 35052 588690
54593 59573 37781
34512 63050 993541
67229 52179 728940
57211 2509 174832
64270 473 118206
70833 64018 225777
49679 70943 377211
56092 45608 320357
25280 17241 372963
46660 12552 490981
40572 64526 664654
611 62364 148903
2689 45933 927041
81341 62688 948401
31725 11345 366353
64270 43415 337593
57967 44261 544459
40283 51842 698370
50795 49653 125016
79106 48091 186319
50768 6290 77942
211 24423 64942
75444 21669 353735
37934 79447 333467
21815 87667 650873
68247 67252 501384
23542 3660 267292
75260 13850 739965
83874 30316 73719
34796 41774 711796
11013 80692 543127
86035 86650 747850
26189 48903 712730
67724 64985 779347
27104 53975 499268
66818 40706 961758
38161 51508 485581
740 83852 276160
6464 35096 515133
34127 1839 117130
86921 9284 173389
2773 27810 219745
33365 53019 27141
81095 10884 203486
81014 34488 362056
16829 85161 110579
61900 17301 178123
6145 1369 73712
80012 40853 322168
81207 77073 365015
25896 24394 262373
54656 78608 685137
11132 29494 232264
51833 23084 491514
42162 33270 27274
16550 41907 516568
49470 7908 977661
60474 41420 39490
28814 29296 440471
43191 19363 600894
6889 58142 254653
55673 86463 340238
78909 84155 944610
55364 74719 488571
36974 25963 801267
27174 85689 955919
52539 73750 526235
53072 79599 578485
31353 70345 375465
76080 41028 739400
3158 81043 65874
81617 3942 633571
59702 2846 183681
36725 4105 745888
8152 80548 551916
11375 11935 952471
9604 15472 326537
66885 38121 608454
2409 25173 994590
3957 86994 181408
36322 17453 695178
83158 81836 175637
46891 66666 898052
74115 30820 743450
86726 65779 454572
75522 56842 302640
82728 84649 980235
19901 41655 161033
73517 6877 343369
14307 3009 226455
29371 80830 7240
36327 22776 409809
11855 16408 904940
56622 35499 644246
33243 38699 352201
39907 8021 759342
8397 37771 74390
30994 25861 686878
29391 7565 236886
50043 85429 963909
79046 6787 973575
32155 23198 996926
36686 37977 838897
57745 12880 595408
44281 73590 858031
5010 82856 945295
9344 76850 488591
47924 10889 904573
8414 83837 641957
62399 28720 110350
68191 52508 758702
45018 67270 781099
47483 79572 532359
60369 9939 512382
28881 32801 110548
42511 43122 290303
3219 13970 834534
21883 15623 369158
45500 75715 893826
81688 89569 755603
45904 37550 595701
5157 4120 26218
12339 32788 82653
24194 28677 947718
89693 66987 563074
41284 40810 781934
23523 16374 213459
54534 6482 79858
64311 71743 526663
77876 80569 775786
14400 86992 81825
8566 39344 18684
48401 41166 450942
40769 46014 336110
71642 58567 213430
14135 71655 2706
72676 49603 565384
36818 1487 459062
64291 87577 381096
32993 47249 964940
11150 30147 118632
37379 21340 752605
45320 83913 876211
22002 53396 225927
54534 29326 459948
58422 74430 570635
61865 88825 156514
74366 20226 902194
62045 59026 342146
5828 15996 411547
46439 18231 34476
76455 36190 657905
65103 74673 695643
4288 53806 507350
86673 20866 911944
75237 65872 704422
39828 7711 939690
85777 69433 233972
35181 29079 220031
70268 86128 975977
9477 67044 436030
45854 62521 614491
66568 60718 274947
11598 79525 351928
33039 81480 234263
82574 72189 500093
33912 57198 454283
86085 40078 399596
3883 114 987706
16145 7045 709871
78952 6470 32555
60341 50107 829735
18312 39793 487807
57679 73776 49510
39530 16029 624266
27806 26407 745159
33394 5922 153314
8058 42775 381225
50665 45676 63981
78597 61938 178924
8237 12426 286271
25261 754 710671
88186 82518 286911
67570 9967 865758
31104 84492 647526
60086 77753 44279
81717 63761 375769
35447 61813 696771
58695 39104 955404
44645 73206 564562
72469 19993 722278
31366 23072 79477
79010 18899 314684
85391 35107 133939
50364 40187 775648
70239 29135 131319
88532 67497 573510
87861 43774 169412
29193 24803 421729
71069 6717 515193
68085 45761 293252
86153 88961 49285
72760 30695 919550
50341 35199 275584
26624 36516 331040
67469 44589 832026
7747 36022 236131
33178 69236 320622
81019 53977 479695
48397 63974 514381
68522 53918 42819
34310 38270 67727
61070 39906 133311
65399 6778 24579
88772 65201 527847
19202 5598 960061
67722 31285 496847
76762 4588 502414
46707 71339 230853
10496 89254 439079
86692 59302 74527
5856 3237 30430
35464 223 771268
4341 77480 996250
62660 71165 703606
7971 61048 953505
68450 10124 207984
7770 36651 549725
3608 62802 756557
46823 89515 358776
34855 4162 670753
23189 26167 536290
11575 63138 258208
58740 40608 563400
44364 9037 945268
77904 39266 42243
28003 34042 580673
29861 29503 390436
66904 69201 366432
4949 69479 645304
49473 77782 751152
10496 36618 597342
60830 7628 912460
13864 35635 63031
78771 5727 286514
38939 88824 241850
8092 12940 616019
36629 14021 456450
13530 34602 869316
49029 52790 906893
22492 48907 629307
13553 64205 941533
5416 77166 329676
30483 18545 278040
40327 73615 834218
8515 12472 993289
56763 66405 267021
78307 31769 310195
82325 44926 938287
14915 12793 810326
5291 54642 804182
7070 2048 48451
12898 55710 822121
83296 24739 591531
20913 26510 215135
52309 52839 863124
1352 48006 607233
77132 34175 235935
82761 45877 143656
82331 49056 443647
7051 15760 14292
34016 87799 133666
12955 11718 473323
75047 79366 703499
14068 32740 751814
13765 15088 499015
30032 27493 448877
462 10980 993696
32154 68235 829703
19009 10578 809229
4056 5313 9340
6219 11892 412930
49375 23690 387846
57155 71433 388004
3330 3438 130711
17072 48575 965442
23390 28840 55699
9272 72029 769039
32891 25480 634249
2575 11695 75705
69701 84688 56902
58027 60279 58795
3596 25178 127101
14648 78244 448014
6173 6671 367451
12013 61240 89504
61856 31264 131933
87585 38061 214336
722 4923 356822
71390 818 365198
67226 44282 473549
73557 14926 801631
38835 15339 633303
34422 16149 64022
48540 27827 638494
57210 90302 821538
85534 73311 893537
35615 19745 707077
6992 15997 352720
36649 84306 36416
57223 78647 488011
26638 49847 490028
53169 5373 960053
76904 73279 461891
90463 72910 578893
31424 81837 229225
28776 69849 489338
64773 50468 527036
71592 69985 685154
36966 85420 582216
58227 82236 81588
61538 15052 245791
15092 71265 966600
16346 88289 927318
89926 41315 955541
66235 50336 917440
43814 2033 984144
72987 36064 206955
25843 46241 224225
75318 65716 397403
11141 68045 519889
80553 35515 217993
23196 65745 851785
10234 53551 979904
86224 4841 575786
42031 4969 201185
28418 48698 48769
40562 70176 706110
41987 57096 736761
22780 34889 652256
49066 85643 27897
45548 53248 307272
77306 88330 885695
67592 58056 676846
29619 38752 402194
72636 79401 769492
63197 62515 480456
22538 79868 418186
25051 33382 397720
44833 55407 417467
40438 60457 621467
38782 6647 125384
9324 6413 604034
35681 34737 375790
78267 13495 360700
10729 61712 922742
46153 26469 909675
37432 31385 756030
48830 62055 66508
781 19272 433835
64943 25325 103541
8130 10937 41937
31947 53171 513588
86438 49946 788625
3600 79911 465763
18838 78121 132476
33868 78837 767133
40859 52255 173062
86345 82539 556340
90480 46134 702373
78708 19042 394039
10299 66186 29589
52520 32706 772898
88322 46119 904165
64647 80471 82570
35012 8996 777993
71337 53029 919275
18282 61585 630919
80234 63055 453320
75727 7756 35907
53255 83892 586385
62630 33359 173754
64428 5788 991094
29745 83562 269355
19389 11166 564945
49021 66732 403510
39905 45545 626827
72482 38081 376557
14320 26958 901807
65982 19586 488253
64685 73735 337852
6166 66342 736641
58205 59183 166019
79849 54439 120456
29574 71185 147448
24454 82915 339711
30064 89737 843884
58857 65111 356351
63594 6515 827223
33102 53520 484054
58525 51463 796509
35256 79329 377800
13891 61266 735418
29608 46515 521914
56619 58935 140630
44282 64156 228358
36078 89955 207775
32520 27360 280476
26640 87123 316085
71243 10073 42527
56097 1378 415894
11976 88470 71516
44577 3874 346235
76432 76664 246081
22132 22385 24546
41329 66388 685713
10681 24540 5408
50804 25583 889498
78940 44903 108765
36165 64643 384505
3309 62857 357010
7414 90199 907879
16192 12712 930138
17966 20267 658057
80504 27595 105696
84534 30254 897602
53627 42773 899646
74213 67605 501000
54176 55900 256100
72467 14754 190793
75861 79663 749972
1021 86897 528071
45109 373 941668
58249 47663 342080
90259 40682 36994
29995 13458 517760
14593 50625 31852
2562 28507 398734
71846 65535 685130
1322 50229 668263
87022 85635 243657
24397 12601 875825
5035 50767 776215
75614 81083 464875
36938 13216 969650
16453 38542 630105
49507 17731 348859
36754 60619 884134
72922 5728 495962
77522 75611 721866
48739 67475 381644
19345 80243 992129
53064 75671 878376
14998 46451 925417
33316 78262 365992
71836 65705 293342
23665 35433 785325
24649 7951 545686
7903 89090 436237
32773 7109 296308
22972 33633 119452
60970 38993 235544
28044 90167 897074
31170 85172 176442
86678 13273 893575
34724 2875 219340
64789 59196 329748
57153 67682 57332
29295 86848 333958
426 83813 445804
56195 49800 637206
62364 72113 409763
78310 29982 206422
86551 22128 448015
46257 53774 26404
29139 8491 670196
58612 56762 150986
9565 3844 87972
42814 65347 520863
33843 50968 372869
69800 67262 836320
3390 33 333914
67501 32989 496679
58422 45331 501686
1291 89196 85162
12208 4587 612970
37474 55780 701615
38685 39381 46459
45374 84340 670382
30669 23966 823268
36631 75444 528582
79360 58398 664929
19313 26186 79554
48081 84128 18821
78078 79587 847212
46481 8631 916050
25241 26257 659503
44574 13406 650102
17673 83614 248625
79178 12161 247006
485 33491 564385
84156 12665 438270
60777 77 404166
14662 10795 93360
5381 32104 73819
87514 5348 423099
43728 90052 337718
16597 61846 201758
24252 47765 353865
87760 39347 485790
71749 71128 453725
46470 52135 112492
35821 4690 820739
64731 40868 55058
899 7565 982109
3778 69263 705688
79043 18135 259132
31831 83223 87564
62056 22134 774695
53101 68386 522449
89177 31135 993988
27368 79736 115385
5750 88335 742153
26720 67083 532155
45924 38179 140509
22950 42197 487302
8951 54570 847408
14991 45270 773577
42999 39040 960260
51284 46374 994236
17297 39904 929365
26667 51493 951255
24858 76761 838565
81400 56912 926207
28653 59760 676903
71241 88383 722545
12088 10047 194367
59472 12093 518659
67199 26444 6912
71935 49251 46677
30842 11366 690344
13048 32361 165321
1549 21391 792278
52263 65310 663610
19673 20675 423390
23614 66377 338115
24593 43071 514244
35332 18536 120320
81046 51190 647358
26456 5463 599284
18436 28001 780061
14205 32310 844670
2995 83448 637361
88312 5137 874853
64051 57330 717810
29790 83806 597349
26708 78994 216443
27393 13867 343583
86773 36315 553501
78091 72814 202955
66031 72591 463599
87564 50154 532485
49812 77091 968560
14290 51371 913040
30901 5657 889381
33763 23787 808475
63869 74994 120399
25112 73186 705245
34976 83578 163981
76520 65094 933790
66286 48907 72131
49634 27087 868898
1659 70941 605221
54573 15639 974966
52935 81162 138625
1080 76795 201506
3084 87712 662249
20694 41235 494703
72676 82343 326362
27548 12725 150516
9165 45920 273013
57585 65143 378211
13211 8547 481978
32009 61102 254143
46959 34415 638679
31608 24173 601336
58169 47245 596869
64519 25062 264543
23168 9839 500244
37625 6637 866719
83981 9739 662033
5433 67635 189057
39854 9796 289842
88477 46975 36475
90268 84347 405844
79939 40348 116319
11270 80534 995382
29671 31894 366396
80931 32379 303264
69433 86598 756681
36364 68136 606014
30378 49752 337094
16226 67934 294170
8371 16593 498141
18484 48105 956781
52067 341 591631
19401 45786 951374
24669 51955 359248
9313 25569 448444
14794 21437 257515
19797 45865 564864
70204 80040 475503
67722 7405 405095
5605 68010 183110
37820 68820 872360
21801 45119 279881
12000 62218 195467
55864 52098 729244
20959 72852 666738
27796 5232 299283
25083 42114 731291
79840 69127 465132
73425 57590 272966
15777 38656 843746
54828 62007 414168
36067 40143 124715
74324 66060 201304
51509 40483 959708
53459 80293 670854
54171 42644 810972
7839 71807 912324
39216 36067 695948
46166 69504 526882
88509 58467 417357
18507 54198 947186
72520 829 793355
63771 63453 890421
26212 58110 121656
36527 87099 760192
58858 11261 590670
47221 11902 806984
49872 1024 402021
57737 7220 940288
4869 27516 774969
47135 31780 487599
71980 19274 825116
69315 7980 80561
2703 83824 462692
71096 28846 470896
8373 42291 235098
70900 1918 322212
14474 83664 125400
59191 72268 177940
75059 43708 353172
31463 72796 404298
57424 40302 355821
15140 57114 388972
83956 71456 322812
58574 29595 394423
10692 6627 833397
31237 66087 201829
25813 18210 106710
56602 26981 914260
42253 35972 15851
68680 62184 286823
16362 20067 239618
20376 72012 847750
59133 44225 729974
20477 16758 461975
78814 12995 566534
43654 59071 778527
35853 22027 195758
85277 71543 784099
64179 69013 124993
34764 11567 307135
67862 83979 822926
10447 39188 579935
38296 35073 369416
42648 20715 256206
39154 64311 510027
8128 43053 146511
44386 67629 352964
31319 31839 115755
13970 39697 685441
12382 40690 992299
69071 53946 76294
17419 79671 586678
4895 42075 817588
39184 82976 472249
22398 51550 882875
75354 68577 651875
12971 87192 815654
38377 76015 964440
9167 44882 378906
15512 69517 193281
10057 41408 644816
4105 36454 20131
6402 26877 677841
36930 55744 944203
14309 61086 158907
42138 62456 945762
67871 41580 914629
83767 45722 119178
9825 2355 255561
40199 16067 405007
87484 28494 538757
61169 39791 562224
26296 25309 259989
78871 37868 610138
85950 29640 257253
10619 43607 691954
32185 634 738444
34413 27347 823006
83850 12849 760576
45653 15952 242445
31771 46903 612630
40154 691 463367
62256 57376 348949
42777 3239 910181
79289 50973 134036
84178 70555 396139
79448 29387 284181
75974 65564 75861
84465 60414 199240
61684 51438 973944
89434 70846 605705
64219 57183 602375
58989 25021 671210
82238 29157 927935
4340 56714 882727
8776 5631 773673
10086 88373 100446
86898 13034 381710
37195 32566 167104
77916 47646 736160
40228 66764 587256
17750 10195 702646
19758 21710 953936
75745 55548 930986
59545 23811 903490
37577 2022 896262
87940 23592 117710
84637 44224 338724
34676 85360 113286
57978 62460 624212
1976 43292 486780
51014 24917 885812
79936 74652 592457
34886 791 245532
86130 8398 451902
43105 40825 820858
54834 71946 903137
88590 66706 955409
48023 60223 290126
77715 34305 842800
50018 53605 525944
12159 43032 293150
48003 86784 65352
47103 77820 141352
47535 56013 50313
5698 12833 164432
47421 51183 968445
64042 81098 434376
78790 75922 880501
64375 55381 455195
56719 78346 105977
67844 53481 512694
59931 5867 821162
6727 29086 578617
89651 15219 560245
53050 66915 424265
15291 79512 451780
40524 86743 593407
29889 61753 464317
47190 66683 709609
73524 78407 743522
34312 51574 621370
86815 366 680954
76572 71134 478908
70141 47802 816540
38272 11517 814048
88094 52850 516024
39705 40688 235679
86253 39132 537909
15351 59429 121873
87123 31002 24251
10787 9035 300725
62504 28601 116706
13098 69613 264737
30842 21341 381245
44455 75579 374097
9181 80928 620030
7689 86596 343584
60899 15721 208011
71010 79924 766954
68956 44286 691770
29648 14523 856945
8287 49526 675974
68754 52200 896432
59910 8792 133649
54802 5710 719953
33950 39746 346117
29344 14612 273095
40477 62454 891321
68543 13051 106752
71385 59003 106243
80307 60373 123157
76681 63122 533232
41469 31411 813474
59660 73498 2242
11725 88000 193149
8919 225 96823
64178 57228 978836
38817 1541 670861
76645 68244 149489
8937 74662 160377
792 16950 521324
88248 49087 156100
429 17330 68126
50184 67411 745757
2180 67699 889124
70633 76989 974792
3759 12475 545393
55591 58267 584343
5270 59196 996071
45057 21400 406926
7623 82157 468812
13022 78560 767444
75034 28389 630872
50768 20230 296041
76574 10823 403275
50822 19380 726323
71634 70483 702838
47307 29839 17832
12095 76709 640626
86448 75971 838206
23035 80874 753881
50423 13460 583899
5049 76500 81859
28364 27373 583217
26270 23095 529766
73800 41845 397895
51259 61868 102105
83068 48805 783274
55949 21396 393952
13978 82411 160295
12257 63987 343923
43771 78488 351124
16218 48245 446275
18834 44501 314323
29961 24887 369308
38502 67281 68289
4930 6191 753648
59666 60263 830280
27331 47144 116634
63710 63823 888141
43182 53726 125533
2997 60756 423003
65232 32700 221187
69806 74365 517383
12868 76932 740761
52983 52967 242261
64889 90136 202141
42654 72382 126080
86012 68268 622769
51722 11757 355470
42886 5981 575458
19493 54591 621904
79892 76830 900863
18080 33972 58783
54688 35094 616648
18746 10483 633030
86294 2221 337719
41679 73805 684947
5222 39135 130376
25944 42281 49804
52793 6056 923908
26461 34421 978805
10646 38433 949336
59555 15460 626163
22447 4974 447181
47847 6212 401603
47415 13615 241079
52275 46779 321067
72208 63941 734892
69604 14145 850054
71536 4927 309047
42421 31825 922058
11684 68245 609825
2161 48201 769500
19288 4622 980302
43739 900 818234
75064 63341 989676
89085 54958 240878
20034 89757 252293
88943 34730 609902
25343 67342 172824
49249 18836 542299
49479 34534 210418
26060 25771 185996
31708 3423 111202
8139 56358 137160
55082 88015 454718
61056 41016 567952
32580 17918 104008
85492 8471 591479
29997 56424 478638
58605 517 41929
59759 80119 184834
40675 71393 455732
11258 36905 648749
63231 74520 395737
17353 52780 912968
16248 81603 576062
61542 9654 86207
80128 49943 791801
72858 29696 874159
58886 29128 491116
72458 79942 103703
36369 26375 503232
17009 34670 642026
19768 84824 703442
83508 84701 536222
20561 40311 56476
40577 69189 682976
79283 84326 62070
90087 30007 64774
4747 38881 5989
21707 13882 45517
23494 79939 997136
82851 17189 966393
12614 83927 179105
82898 87108 584923
74183 81087 288012
69787 28954 177560
58973 55528 785681
37123 54489 239777
51333 1802 176140
74579 55606 444850
2758 29049 947384
65719 72330 914298
32640 4612 268012
9714 2694 736081
44713 80372 76915
81976 10127 561486
76284 10811 428722
25724 42651 768503
68510 46433 529909
39904 81882 702629
30060 22047 264558
35259 5661 49860
39700 62195 77262
30587 63042 833792
860 83832 723574
71440 88542 713688
53254 73345 528205
60510 39843 149592
80848 2423 19612
18506 8722 579917
12324 56016 812421
76381 3424 395622
70709 47902 777885
84684 48872 239824
26612 3811 53060
27601 54224 664871
35404 52134 236318
24234 56702 798228
40453 84195 901987
81471 76043 551216
22201 20706 585918
70033 17642 109008
30597 88274 843243
46938 48390 106401
30240 6675 917791
20348 9730 58325
9115 69777 2853
60159 44648 151338
25726 39245 847039
37232 42446 201251
21126 28724 637966
13831 68630 460164
7808 63594 186398
62049 53096 315456
81101 62366 291129
72424 46969 868921
23781 53177 130680
14284 35619 410076
11677 9802 351514
42192 2675 676774
48548 8680 48154
51084 45935 148282
51552 71530 378128
74677 51643 660813
48498 46006 119039
49892 20060 371772
5099 43887 569928
24504 64815 401620
22356 25170 783177
19153 28688 558114
46441 20380 587039
29963 678 305764
16309 60106 747081
36619 15020 711206
49685 8190 79167
18536 76734 812693
6290 52824 283435
5731 36578 963896
23695 62269 713407
59815 55461 496932
76708 86962 317080
11526 22895 314931
50459 82958 519191
